VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 JTHBA1D27H5058353,Lexus,IS,IS Turbo RWD,2017,34209, Automatic,RWD,Gas,White,Beige,0,1,Personaluse,30990,5, NC,27.0
 JTJBARBZ9J2161455,Lexus,NX,NX 300 AWD,2018,37428, Automatic,AWD,Gas,Brown,Black,0,1,Personaluse,31998,4, AZ,25.0
 5UXJU4C07M9G56839,BMW,X5,xDriveM50i,2021,18684, Automatic,AWD,Gas,Black,White,0,1,Personaluse,80732,1, TX,19.0
 JF2GTAAC8M9252795,Subaru,Crosstrek,2.0i Manual,2021,31383, Manual,AWD,Gas,White,Black,0,1,Personaluse,26590,1, MD,25.5
 JN8AT2MT2HW391337,Nissan,Rogue,S FWD,2017,65280, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,18990,5, TX,29.5
 4S3BNAF65K3022038,Subaru,Legacy,2.5i Premium,2019,27827, Automatic,AWD,Gas,Gray,Gray,1,2,Personaluse,24998,3, OH,29.5
 JN1EV7APXJM361955,INFINITI,Q50,3.0t LUXE RWD,2018,42992, Automatic,RWD,Gas,Gray,Gray,0,1,Personaluse,28998,4, OR,24.5
 1G1PC5SB9F7190794,Chevrolet,Cruze,LT with 1LT Automatic,2015,69441, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,14990,7, CA,32.0
 JF2GTAJCXJH300914,Subaru,Crosstrek,2.0i Limited CVT,2018,36108, Automatic,AWD,Gas,White,Black,0,1,Personaluse,27998,4, NY,30.0
 5N1AT2MVXLC749934,Nissan,Rogue,SV AWD,2020,4469, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,28998,2, NJ,28.5
 KNMAT2MT6GP638282,Nissan,Rogue,S FWD,2016,64175, Automatic,FWD,Gas,White,Beige,0,2,Personaluse,19998,6, PA,29.5
 3GNAXJEV1JL270960,Chevrolet,Equinox,LT with 1LT FWD,2018,49442, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,22490,4, NJ,29.0
 1C4AJWAG5JL808487,Jeep,Wrangler,Sport S (JK),2018,58052, Automatic,4WD,Gas,Red,Black,1,1,Personaluse,28500,4, WA,19.0
 2C3CDZKG6KH526216,Dodge,Challenger,GT AWD Automatic,2019,7167, Automatic,AWD,Gas,Gray,Black,1,1,Personaluse,34500,3, OR,22.5
 KL4CJ1SB7KB918845,Buick,Encore,Sport Touring FWD,2019,16765, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,23998,3, NE,27.5
 ZACCJBDB6JPH74668,Jeep,Renegade,Limited 4WD,2018,87688, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,19990,4, TX,25.0
 3GNAXJEV6KS638265,Chevrolet,Equinox,LT with 2FL FWD,2019,29816, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,24617,3, TX,29.0
 1GCVKPEC5GZ208277,Chevrolet,Silverado 1500,Custom Double Cab Standard Box 4WD,2016,83359, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,29998,6, FL,19.5
 3C6UR5DL9LG310146,Ram,2500,"Big Horn Crew Cab 6'4"" Box 4WD",2020,17408, Automatic,4WD,Diesel,Gray,Black,0,1,Personaluse,59998,2, CA,24.5
 1HGCR3F88FA016940,Honda,Accord,EX-L V6 Sedan Automatic,2015,75013, Automatic,FWD,Gas,Blue,Gray,0,2,Personaluse,19990,7, GA,27.5
 1GCHSBEA3G1215256,Chevrolet,Colorado,WT Extended Cab Standard Box 2WD Manual,2016,75354, Automatic,RWD,Gas,White,Black,0,2,Fleetuse,18995,6, TX,22.5
 1C4BJWDGXGL192441,Jeep,Wrangler,Unlimited Sport,2016,102538, Automatic,4WD,Gas,Silver,Black,0,2,Personaluse,25591,6, MO,18.5
 1LNHM81V17Y608973,Lincoln,Town Car,Signature,2007,116041, Automatic,RWD,Gas,White,Gray,0,3,Personaluse,5998,15, SC,21.0
 2C3CDXJG3JH122973,Dodge,Charger,GT AWD,2018,30927, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,30998,4, GA,22.5
 JTMZD35V685083580,Toyota,RAV4,I4 FWD,2008,143349, Automatic,FWD,Gas,Blue,Gray,0,2,Personaluse,9499,14, FL,24.0
 4T1BF1FK4CU156377,Toyota,Camry,SE I4 Automatic,2012,63013, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,18998,10, FL,30.0
 W1KWF8EB4MR653018,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,2021,5041, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,41995,1, CA,28.0
 5J6RE48587L002792,Honda,CR-V,EX 4WD,2007,141754, Automatic,4WD,Gas,Silver,Black,0,2,Fleetuse,8288,15, TX,25.0
 1FTFW1RG8MFC58753,Ford,F-150,Raptor SuperCrew 5.5' Box 4WD,2021,6824, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,92990,1, NC,16.0
 3N1CN7AP4GL911113,Nissan,Versa,1.6 S Auto,2016,52003, Manual,FWD,Gas,White,Black,0,2,Personaluse,13990,6, ID,30.5
 5N1DR2CM6LC595887,Nissan,Pathfinder,SL 4WD,2020,23671, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,32000,2, LA,23.5
 1N4AL21E49N474847,Nissan,Altima,2.5 S Sedan CVT,2009,145610, Automatic,FWD,Gas,Gold,Beige,0,2,Fleetuse,4985,13, IL,27.0
 5XYZU3LA2FG303284,Hyundai,Santa Fe Sport,2.0T with Saddle Interior FWD,2015,113869, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,16000,7, VA,23.0
 3C4PDCBB5KT798892,Dodge,Journey,SE FWD,2019,37656, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,22998,3, CA,22.0
 2C4RDGCG0KR786808,Dodge,Grand Caravan,SXT,2019,57388, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,23200,3, TX,21.0
 4S3GTAA66J3717386,Subaru,Impreza,2.0i 5-door CVT,2018,42642, Automatic,AWD,Gas,Silver,Black,1,2,Fleetuse,21998,4, CA,32.5
 JTDKN3DU2D1657732,Toyota,Prius,Five,2013,69071, Automatic,FWD,Hybrid,Gray,Gray,0,1,Personaluse,18500,9, CA,49.5
 1C4RJFBG5JC379482,Jeep,Grand Cherokee,Limited 4WD,2018,34099, Automatic,4WD,Gas,Gray,Black,1,2,Personaluse,31495,4, FL,21.5
 SJKCH5CR5HA032278,INFINITI,QX30,Premium AWD,2017,42932, Automatic,AWD,Gas,White,Gray,0,2,Personaluse,25250,5, TX,25.5
 3VWN57BU3LM050812,Volkswagen,Jetta,S Manual,2020,13283, Manual,FWD,Gas,Black,Black,0,1,Personaluse,21998,2, CA,35.0
 1C4JJXP67NW113470,Jeep,Wrangler,Unlimited Sahara 4xe,2022,1280, Automatic,4WD,Hybrid,White,Black,0,1,Personaluse,57998,0, TX,18.5
 KNAGM4A70F5662451,Kia,Optima,LX,2015,82337, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,15998,7, NC,28.5
 5XYPGDA32JG382571,Kia,Sorento,LX I4 AWD,2018,67792, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,22590,4, CA,23.0
 YV4A22PL2K1494690,Volvo,XC90,T6 Inscription AWD,2019,53968, Automatic,AWD,Gas,Silver,Black,1,1,Fleetuse,45000,3, TX,22.5
 3TMDZ5BN0JM050506,Toyota,Tacoma,TRD Sport Double Cab 6.1' Bed V6 4WD Automatic,2018,55217, Automatic,4WD,Gas,Gray,Gray,0,1,Personaluse,34500,4, AZ,20.0
 JA4AR3AU3HZ007457,Mitsubishi,Outlander Sport,ES 2.0 AWC CVT,2017,67082, Automatic,4WD,Gas,Black,Black,0,2,Fleetuse,18997,5, CO,26.0
 1GNSKBKC3KR286633,Chevrolet,Tahoe,LT 4WD,2019,65200, Automatic,4WD,Gas,Silver,Black,0,1,Fleetuse,42500,3, FL,18.0
 3TMCZ5AN8JM183561,Toyota,Tacoma,SR Double Cab 5' Bed V6 4WD Automatic,2018,12968, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,36990,4, PA,20.0
 1FADP3F23JL245291,Ford,Focus,SE Sedan,2018,58797, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,15599,4, PA,35.0
 1C6RR6GT7GS231418,Ram,1500,"SLT Quad Cab 6'4"" Box 2WD",2016,110682, Automatic,RWD,Gas,Gray,Gray,0,3,Fleetuse,23998,6, NC,21.0
 3C6TRVDG0JE144106,Ram,ProMaster  ,"2500 High Roof 159""",2018,83810, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,35995,4, IN,24.5
 2FMGK5C82JBA22438,Ford,Flex,SEL FWD,2018,25155, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,28990,4, TN,19.5
 KNMAT2MV7HP573977,Nissan,Rogue,2017.5 S AWD,2017,48396, Automatic,AWD,Gas,Black,Black,0,2,Fleetuse,21998,5, TN,28.5
 KNALN4D79E5151035,Kia,Cadenza,Premium,2014,36312, Automatic,FWD,Gas,White,Beige,0,2,Personaluse,20590,8, NC,23.5
 5N1DL0MM1KC526012,INFINITI,QX60,2019.5 LUXE AWD,2019,27754, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,38991,3, FL,22.5
 19UUB2F6XJA012950,Acura,TLX,3.5L FWD with A-Spec Package,2018,105647, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,25891,4, FL,25.0
 2C4RC1BG1LR131012,Chrysler,Pacifica,Touring L FWD,2020,50206, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,30998,2, FL,23.5
 3GNAXVEV4JS523959,Chevrolet,Equinox,Premier with 1LZ AWD,2018,34403, Automatic,AWD,Gas,Red,Black,0,2,Personaluse,27998,4, FL,27.0
 3C6MR4AJXLG162442,Ram,2500,Tradesman Regular Cab 8' Box 2WD,2020,11894, Automatic,RWD,Gas,White,Black,0,1,Personaluse,36995,2, MD,24.5
 JTHY3JBH9K2017288,Lexus,UX,UX 200 FWD,2019,11425, Automatic,FWD,Gas,White,Black,0,1,Personaluse,33998,3, FL,33.0
 1C6JJTEG8LL209182,Jeep,Gladiator,Mojave,2020,17062, Automatic,4WD,Gas,White,Black,0,2,Personaluse,53990,2, TX,19.5
 5N1DR2MM2KC620751,Nissan,Pathfinder,SL 4WD,2019,58855, Automatic,4WD,Gas,Silver,Black,0,2,Fleetuse,27998,3, TX,22.5
 5NMS3DAJ2NH402639,Hyundai,Santa Fe,SEL AWD,2022,12213, Automatic,AWD,Gas,Red,Black,0,1,Personaluse,36200,0, TX,25.5
 JF2SKAUC9MH407966,Subaru,Forester,2.5i Limited,2021,15592, Automatic,AWD,Gas,Blue,Gray,0,1,Personaluse,35584,1, TX,29.5
 1GC4YME76MF294935,Chevrolet,Silverado 2500HD,Custom Crew Cab Standard Bed 4WD,2021,12624, Automatic,4WD,Gas,White,Black,0,1,Personaluse,57990,1, FL,13.5
 3GTU2NEJXHG212454,GMC,Sierra 1500,SLT Crew Cab Short Box 4WD,2017,38842, Automatic,4WD,Gas,White,Black,0,2,Personaluse,44998,5, MT,19.0
 2T2AZMAA1LC162671,Lexus,RX,RX 350 FWD,2020,19281, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,45998,2, TX,23.5
 2T1BURHEXJC973704,Toyota,Corolla,L CVT,2018,72050, Automatic,FWD,Gas,Black,Gray,0,2,Personaluse,18500,4, TX,32.0
 WAUB4AF44JA002159,Audi,S4,Premium Plus,2018,43146, Automatic,AWD,Gas,Black,Gray,0,2,Personaluse,42998,4, GA,25.5
 SALWR2RK2JA695716,Land Rover,Rover Range Rover Sport,Td6 Diesel HSE,2018,33589, Automatic,4WD,Diesel,Black,Beige,0,2,Personaluse,60998,4, TX,25.0
 JF2SHABC1CH443425,Subaru,Forester,2.5X Auto,2012,21860, Automatic,AWD,Gas,Silver,Black,1,1,Personaluse,15500,10, NJ,24.0
 2GNAXKEV1K6249408,Chevrolet,Equinox,LT with 1LT FWD,2019,44469, Automatic,FWD,Gas,White,Black,0,2,Fleetuse,23500,3, TX,29.0
 1G1FA1RX8H0179082,Chevrolet,Camaro,LS with 1LS Coupe,2017,23671, Manual,RWD,Gas,Gray,Black,0,1,Personaluse,24998,5, TN,25.0
 WBXHT3C38J5K27588,BMW,X1,xDrive28i AWD,2018,24197, Automatic,AWD,Gas,White,Black,0,1,Personaluse,29988,4, NC,26.5
 JTEBU5JR1L5765857,Toyota,4Runner,SR5 4WD,2020,16071, Automatic,4WD,Gas,Silver,Beige,0,2,Personaluse,42998,2, NC,17.5
 JN8AZ2NEXJ9193267,INFINITI,QX80,AWD,2018,94026, Automatic,AWD,Gas,Black,Gray,0,2,Personaluse,36998,4, WI,16.0
 1N4AL4FV1KC244723,Nissan,Altima,Platinum VC-Turbo FWD,2019,40956, Automatic,FWD,Gas,White,Gray,1,1,Personaluse,26000,3, IN,29.5
 KMHFG4JG7DA250033,Hyundai,Azera,Base,2013,40694, Automatic,FWD,Gas,White,Brown,0,2,Personaluse,19998,9, NY,24.5
 YV4102WK5M1069594,Volvo,V60  Country,T5 AWD,2021,27900, Automatic,AWD,Gas,White,Black,0,1,Personaluse,41988,1, TX,26.5
 2C3CDZBT5KH524440,Dodge,Challenger,R/T RWD,2019,32157, Automatic,RWD,Gas,Orange,Black,0,3,Personaluse,25966,3, VA,19.0
 SALCR2RX3JH740880,Land Rover,Rover Discovery Sport,HSE,2018,36443, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,31990,4, NC,23.0
 5FNYF6H42KB026924,Honda,Pilot,EX-L with Navigation/Rear Entertainment System AWD,2019,36914, Automatic,AWD,Gas,Blue,Gray,0,1,Personaluse,34300,3, AZ,22.0
 5TDDZRFH2KS950837,Toyota,Highlander,Limited V6 AWD,2019,55060, Automatic,AWD,Gas,White,Black,0,1,Personaluse,37590,3, IL,23.0
 KMHH55LC7LU146301,Hyundai,Elantra,GT N Line Manual,2020,33205, Manual,FWD,Gas,Black,Red,0,1,Personaluse,24998,2, TX,26.5
 1HGCV1F32MA095622,Honda,Accord,Sport 1.5T CVT,2021,10483, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,33990,1, VA,32.0
 4JGDA7FB9HA853627,Mercedes-Benz,GLE,GLE 63 S AMG 4MATIC SUV,2017,46020, Automatic,AWD,Gas,White,Black,0,2,Personaluse,60998,5, CA,15.0
 2GNAXUEV2K6276869,Chevrolet,Equinox,LT with 1LT AWD,2019,75867, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,21000,3, VA,27.5
 3GCUKREC7EG496811,Chevrolet,Silverado 1500,LT with 1LT Crew Cab Short Box 4WD,2014,159656, Automatic,4WD,Gas,Red,Black,0,4,Personaluse,19995,8, WA,19.5
 2GNALCEK8H1580533,Chevrolet,Equinox,LT with 1LT FWD,2017,35833, Automatic,FWD,Gas,Black,Gray,0,1,Fleetuse,22998,5, MD,26.0
 1FT7W2A64FEC51286,Ford,Super Duty F-250,"xLT Crew Cab 172"" RWD",2015,87044, Automatic,RWD,Gas,Gray,Gray,0,2,Personaluse,34998,7, TX,22.0
 1GYFZCR4XKF111592,Cadillac,XT4,Premium Luxury FWD,2019,32832, Automatic,FWD,Gas,White,Black,0,2,Personaluse,35990,3, VA,27.0
 1GNALDEKXFZ144549,Chevrolet,Equinox,LTZ FWD,2015,56620, Automatic,FWD,Gas,White,Black,0,2,Fleetuse,20998,7, TX,27.0
 4T1BF1FK5FU887842,Toyota,Camry,LE I4 Automatic,2015,41223, Automatic,FWD,Gas,White,Gray,0,2,Personaluse,19990,7, TX,30.0
 5FNRL5H60EB027857,Honda,Odyssey,EX-L with Navigation,2014,128213, Automatic,FWD,Gas,Gray,Gray,0,3,Fleetuse,18998,8, TN,23.5
 5NPE24AF4KH765759,Hyundai,Sonata,SE 2.4L,2019,18851, Automatic,FWD,Gas,Black,Beige,0,1,Personaluse,23998,3, CA,30.5
 1VWAT7A3XFC086659,Volkswagen,Passat,1.8T Limited Edition Auto (PZEV),2015,80600, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,15590,7, FL,30.0
 JM3KFBCM7J0461772,Mazda,CX-5,Touring AWD,2018,23108, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,27309,4, UT,26.0
 2T2ZZMCA4JC112781,Lexus,RX,RX 350 FWD,2018,32321, Automatic,FWD,Gas,White,Black,0,1,Personaluse,38590,4, FL,23.5
 2C3CCABG3JH264108,Chrysler,300,S V6 RWD,2018,55368, Automatic,RWD,Gas,Red,Black,0,2,Personaluse,27998,4, TX,24.5
 1FT7W2BTXKEF37643,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,2019,79650, Automatic,4WD,Gas,White,Black,0,1,Personaluse,63885,3, KS,22.0
 3GCUKSECXGG316246,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 4WD,2016,43000, Automatic,4WD,Gas,Blue,Black,0,2,Personaluse,40998,6, MD,19.0
 2C3CDZFJ1GH338216,Dodge,Challenger,R/T Scat Pack,2016,32711, Automatic,RWD,Gas,Gray,Black,1,2,Personaluse,39998,6, GA,18.5
 JM3TCBCY6J0231222,Mazda,CX-9,Touring AWD,2018,44103, Automatic,AWD,Gas,Gray,Beige,0,1,Fleetuse,30450,4, TX,23.0
 1G6AG5RX0H0154574,Cadillac,ATS,Sedan 2.0L AWD,2017,38613, Automatic,AWD,Gas,White,Black,1,2,Fleetuse,24000,5, OR,26.0
 1FTEW1E47KFC59638,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,36287, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,40000,3, TX,20.5
 SALZL2FX5LH010486,Land Rover,Rover Range Rover Evoque,P250 First Edition,2020,32696, Automatic,AWD,Gas,White,Black,1,1,Personaluse,46990,2, TX,23.5
 1GYKNCRS5HZ241084,Cadillac,XT5,Premium Luxury FWD,2017,54665, Automatic,FWD,Gas,White,Black,0,1,Personaluse,30998,5, IL,23.0
 1FT8W3BT4DEA01736,Ford,Super Duty F-350,"Lariat Crew Cab 156"" 4WD",2013,137631, Automatic,4WD,Diesel,Red,Black,1,3,Personaluse,27966,9, CA,22.0
 4T1BF1FK2EU840895,Toyota,Camry,2014 SE I4 Automatic,2014,100252, Automatic,FWD,Gas,Blue,Black,2,4,Personaluse,17998,8, MN,30.0
 5XYPH4A13GG002478,Kia,Sorento,EX I4 FWD,2016,58373, Automatic,FWD,Gas,White,Black,0,3,Fleetuse,20590,6, TX,23.5
 2GNAXKEV7M6120270,Chevrolet,Equinox,LT with 1LT FWD,2021,16135, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,26990,1, FL,28.5
 5TFCZ5AN8LX231265,Toyota,Tacoma,TRD Pro Double Cab 5' Bed V6 4WD Automatic,2020,16202, Automatic,4WD,Gas,Green,Black,0,2,Personaluse,53998,2, TX,20.0
 5YFBURHE8GP516995,Toyota,Corolla,LE CVT,2016,91005, Automatic,FWD,Gas,White,Black,1,2,Fleetuse,14438,6, TX,33.5
 1HGCV2F93KA034903,Honda,Accord,Touring 2.0T Automatic,2019,2596, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,36998,3, FL,27.0
 3KPFK4A76JE234224,Kia,Forte,LX Sedan Automatic,2018,37712, Automatic,FWD,Gas,White,Black,0,2,Personaluse,18998,4, NY,33.0
 1GNSKJKC2LR217542,Chevrolet,Suburban,Premier 4WD,2020,58150, Automatic,4WD,Gas,White,Black,1,1,Fleetuse,55890,2, NM,17.5
 1C6RREHT1MN502251,Ram,1500,"Limited Crew Cab 5'7"" Box 2WD",2021,52715, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,51998,1, CA,18.5
 3C4PDCGG8KT686673,Dodge,Journey,Crossroad FWD,2019,68087, Automatic,FWD,Gas,Silver,Black,0,2,Fleetuse,21998,3, TX,22.0
 1FTEW1EP9KFB89327,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,35204, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,39000,3, OK,20.5
 5NPD84LF3KH497391,Hyundai,Elantra,SEL 2.0L Automatic,2019,38755, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,20588,3, FL,32.5
 1FTEW1E54KFC48220,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2019,61139, Automatic,4WD,Gas,Blue,Blue,0,2,Personaluse,39888,3, TX,21.5
 4T1BF1FK3HU369635,Toyota,Camry,LE I4 Automatic,2017,44276, Automatic,FWD,Gas,White,Gray,0,2,Personaluse,20990,5, WA,28.5
 5NPE24AF6GH409840,Hyundai,Sonata,SE 2.4L,2016,34622, Automatic,FWD,Gas,Black,Beige,0,1,Personaluse,18990,6, CA,31.5
 3N6CM0KN0JK702367,Nissan,NV200  ,SV,2018,120665, Automatic,FWD,Gas,White,Gray,0,2,Personaluse,20950,4, NJ,25.0
 JF2GPACC8E8257441,Subaru,XV Crosstrek,2.0i Premium Automatic,2014,101672, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,16998,8, FL,29.0
 1FMCU0F73HUD33170,Ford,Escape,S FWD,2017,34117, Automatic,FWD,Gas,Blue,Black,0,1,Fleetuse,19998,5, CA,25.0
 WDDWF8EBXLR526501,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,2020,31590, Automatic,AWD,Gas,White,Beige,0,2,Personaluse,39845,2, TX,28.0
 1GTR9BED4MZ202507,GMC,Sierra 1500,SLE Double Cab Standard Bed 4WD,2021,31066, Automatic,4WD,Gas,White,Black,0,1,Personaluse,43590,1, NH,19.5
 1C6JJTBGXLL118399,Jeep,Gladiator,Rubicon,2020,18173, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,51981,2, CA,19.5
 JTJBM7FXXJ5200590,Lexus,GX,GX 460,2018,41396, Automatic,4WD,Gas,Black,Brown,0,2,Personaluse,40590,4, CO,16.5
 3CZRE38588G705138,Honda,CR-V,EX FWD,2008,148143, Automatic,FWD,Gas,Blue,Black,0,3,Personaluse,8495,14, PA,23.5
 5XYZT3LB3GG311651,Hyundai,Santa Fe Sport,Base 2.4L FWD,2016,181854, Automatic,FWD,Gas,Silver,Gray,0,2,Personaluse,12000,6, TX,23.5
 5UXTR9C52JLD70592,BMW,X3,xDrive30i,2018,61052, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,33997,4, TX,25.5
 WBA7F2C52JG424866,BMW,7 ,750i xDrive,2018,15025, Automatic,AWD,Gas,Black,Beige,1,1,Fleetuse,59750,4, TX,20.5
 ZACNJABB1LPM02743,Jeep,Renegade,Altitude FWD,2020,11200, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,24990,2, WA,26.0
 2C3CCAGG9HH582740,Chrysler,300,S AWD,2017,65089, Automatic,AWD,Gas,White,Black,0,2,Fleetuse,24990,5, NY,22.5
 5YFEPMAE4MP150207,Toyota,Corolla,LE CVT,2021,7082, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,24500,1, TX,34.0
 3C4NJDCB9KT747562,Jeep,Compass,Limited 4WD,2019,22667, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,26497,3, LA,26.0
 3MW5R7J05L8B34965,BMW,3 ,330i xDrive,2020,13681, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,39998,2, FL,29.5
 1GNEVGKW5JJ185859,Chevrolet,Traverse,LT Cloth with 1LT AWD,2018,33484, Automatic,AWD,Gas,Brown,Black,1,1,Personaluse,31500,4, WA,21.0
 1VWBT7A3XHC033337,Volkswagen,Passat,1.8T SE Auto,2017,44678, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,19990,5, TN,28.5
 4S4BTGKDXL3251986,Subaru,Outback,2.4T Onyx Edition XT,2020,51219, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,33995,2, FL,26.5
 1C3CCCCG8FN647051,Chrysler,200,C FWD,2015,77797, Automatic,FWD,Gas,Black,Black,0,3,Fleetuse,18998,7, TX,29.5
 5LMJJ3TTXKEL04010,Lincoln,Navigator,L Black Label 4WD,2019,52672, Automatic,4WD,Gas,Blue,Black,0,2,Personaluse,65998,3, CA,17.5
 WAUM2AF23KN061193,Audi,A6,Prestige 3.0,2019,36440, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,48800,3, KS,25.5
 WAUGMAF45KN007757,Audi,A4,Premium 40 TFSI FWD,2019,18000, Automatic,FWD,Gas,White,Black,0,2,Personaluse,31998,3, FL,30.5
 1C4RJFJT6KC655717,Jeep,Grand Cherokee,Summit 4WD,2019,21801, Automatic,4WD,Gas,White,Gray,1,1,Personaluse,50998,3, TX,21.5
 1GTP9EED3KZ128115,GMC,Sierra 1500,AT4 Crew Cab Short Box 4WD,2019,41000, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,51990,3, AZ,18.0
 3GNKBERS8KS648189,Chevrolet,Blazer,RS FWD,2019,33197, Automatic,FWD,Gas,Red,Black,1,1,Personaluse,39998,3, TX,23.0
 1C4NJRFB5FD270309,Jeep,Patriot,High Altitude Edition 4WD,2015,71017, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,16590,7, NY,24.0
 2T3P1RFV2MC220777,Toyota,RAV4,XLE AWD,2021,15470, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,34990,1, FL,30.0
 JM3KFBDM3K1647383,Mazda,CX-5,Grand Touring AWD,2019,33185, Automatic,AWD,Gas,Red,Black,0,1,Personaluse,29998,3, MO,27.0
 58AFZ1B13MU087553,Lexus,ES,ES 350 Ultra Luxury,2021,26697, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,47146,1, TX,27.0
 1GNSCAE0XBR240628,Chevrolet,Tahoe,LS RWD,2011,99001, Automatic,RWD,Gas,White,Black,2,2,Personaluse,19998,11, CA,18.0
 5J8TB4H53EL007322,Acura,RDX,AWD with Technology Package,2014,85475, Automatic,AWD,Gas,Gray,Black,0,4,Personaluse,19250,8, FL,23.0
 2T2AZMAA1NC234164,Lexus,RX,RX 350 FWD,2022,3623, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,50998,0, NY,23.5
 7FARW2H80KE048635,Honda,CR-V,EX-L AWD,2019,25210, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,31588,3, NV,30.0
 JF2GTACC4KH355325,Subaru,Crosstrek,2.0i Premium CVT,2019,33234, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,26900,3, NJ,30.0
 1FT8W3BT0FED61864,Ford,Super Duty F-350,"Platinum Crew Cab 172"" 4WD",2015,96810, Automatic,4WD,Diesel,White,Gray,3,1,Personaluse,41999,7, IA,22.0
 1FAHP2F86KG115516,Ford,Taurus,Limited FWD,2019,54737, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,25950,3, WA,22.0
 1FADP5AU3DL541551,Ford,C-Max,Hybrid SE,2013,47310, Automatic,FWD,Hybrid,Silver,Gray,0,1,Fleetuse,16998,9, MO,39.5
 5FNYF3H4XFB008790,Honda,Pilot,EX FWD,2015,142461, Automatic,FWD,Gas,Gray,Gray,1,2,Personaluse,14491,7, FL,21.5
 3N1CN8BV8LL894152,Nissan,Versa,S Manual,2020,19041, Manual,FWD,Gas,Gray,Black,0,1,Personaluse,17990,2, TX,31.0
 2C3CDXGJ9MH612020,Dodge,Charger,Scat Pack Widebody RWD,2021,8779, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,58990,1, NJ,19.5
 1V2AP2CA3MC518154,Volkswagen,Atlas,2.0T S FWD,2021,30784, Automatic,FWD,Gas,White,Black,0,1,Personaluse,31990,1, TX,22.5
 KMUHCESC5MU060737,Genesis,GV80,3.5T AWD,2021,6862, Automatic,AWD,Gas,Black,Beige,1,1,Personaluse,59795,1, AL,20.5
