,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state
2585, 2GNAXHEV5J6309062,Chevrolet,Equinox,LS with 1LS FWD,2018,41109,26.0,32.0, Automatic,FWD,Gas,White,Gray,0,2,Fleetuse,20990,4, FL
2586, 55SWF4KB1GU108670,Mercedes-Benz,C-Class,C 300 4MATIC Sport Sedan,2016,107676,24.0,31.0, Automatic,AWD,Gas,Black,Black,1,2,Personaluse,19990,6, OH
2587, WBA4C9C53FD331741,BMW,4 ,428i xDrive Gran Coupe (SULEV),2015,79994,22.0,32.0, Automatic,AWD,Gas,Black,Black,0,3,Personaluse,22988,7, CA
2588, 1HGCV2F36MA023778,Honda,Accord,Sport 2.0T Automatic,2021,14614,22.0,32.0, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,33591,1, KY
2589, KMTGB4SC2NU093208,Genesis,G80,2.5T RWD,2022,6089,23.0,32.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,51998,0, FL
2590, 5N1DL0MM2KC507338,INFINITI,QX60,LUXE AWD,2019,30563,19.0,26.0, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,35195,3, TX
2591, 1C6RR7FT3HS746697,Ram,1500,"Tradesman Quad Cab 6'4"" Box 4WD",2017,62990,16.0,23.0, Automatic,4WD,Gas,Silver,Gray,1,2,Personaluse,24995,5, CA
2592, 1GCVKREC6EZ414863,Chevrolet,Silverado 1500,LT with 1LT Double Cab Standard Box 4WD,2014,79658,17.0,22.0, Automatic,4WD,Gas,Red,Black,4,3,Personaluse,23977,8, TX
2593, 1FTMF1C8XFKD61756,Ford,F-150,XL Regular Cab 8.0' Box RWD,2015,101390,18.0,25.0, Automatic,RWD,Gas,Gray,Gray,0,2,Fleetuse,16990,7, CA
2594, 1FA6P8TH7L5176515,Ford,Mustang,EcoBoost Fastback,2020,12775,21.0,30.0, Automatic,RWD,Gas,Red,Gray,0,1,Personaluse,29998,2, TX
2595, 1C6SRFJT8MN800295,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD",2021,17675,19.0,24.0, Automatic,4WD,Gas,Gray,Beige,0,1,Personaluse,50998,1, CA
2596, 2GNAXVEV4J6265019,Chevrolet,Equinox,Premier with 1LZ AWD,2018,104328,24.0,30.0, Automatic,AWD,Gas,White,Gray,0,3,Personaluse,18700,4, GA
2597, 1HGCV1F33KA080429,Honda,Accord,Sport 1.5T CVT,2019,30015,29.0,35.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,29489,3, FL
2598, 4T1K61AK4NU017201,Toyota,Camry,XSE Automatic FWD,2022,4237,27.0,38.0, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,35590,0, CO
2599, SADFP2FX0K1Z49216,Jaguar,E-PACE,P250 SE,2019,25089,21.0,28.0, Automatic,AWD,Gas,White,Black,1,1,Personaluse,37998,3, TX
2600, 1HGCV1F32KA065971,Honda,Accord,Sport 1.5T CVT,2019,50937,29.0,35.0, Automatic,FWD,Gas,Blue,Black,0,2,Personaluse,27500,3, OK
2601, 1C6SRFHT7KN671341,Ram,1500,"Limited Crew Cab 5'7"" Box 4WD",2019,64727,19.0,24.0, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,48998,3, MO
2602, 3GTP9EED8MG188233,GMC,Sierra 1500,AT4 Crew Cab Short Bed 4WD,2021,21501,16.0,21.0, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,57998,1, NC
2603, 1C6RR7KT2ES240988,Ram,1500,"Tradesman Crew Cab 5'7"" Box 4WD",2014,59858,16.0,23.0, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,27998,8, KY
2604, 3HGGK5H49KM712974,Honda,Fit,LX CVT,2019,21437,33.0,40.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,20856,3, OR
2605, 1C6RR6TT4KS585511,Ram,1500 ,"Big Horn Crew Cab 6'4"" Box 2WD",2019,88513,15.0,22.0, Automatic,RWD,Gas,White,Black,0,2,Personaluse,28989,3, OR
2606, JN1BJ1CR5KW341628,Nissan,Rogue Sport,S AWD,2019,40550,24.0,30.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,22690,3, NY
2607, 3C4NJDCBXKT760899,Jeep,Compass,Limited 4WD,2019,24185,22.0,30.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,26998,3, TX
2608, 3GKALPEV6KL242360,GMC,Terrain,SLT FWD,2019,64597,26.0,30.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,24998,3, TX
2609, WDDSJ4GB1KN699607,Mercedes-Benz,CLA,CLA 250 4MATIC,2019,35065,24.0,32.0, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,30990,3, IL
2610, 3FADP4EJ4KM134148,Ford,Fiesta,SE Hatchback,2019,52007,27.0,35.0, Automatic,FWD,Gas,Gray,Black,0,1,Fleetuse,16998,3, TX
2611, 19XFA1F82AE004120,Honda,Civic,EX Sedan Automatic,2010,121087,25.0,36.0, Automatic,FWD,Gas,Gray,Gray,0,2,Personaluse,10991,12, GA
2612, 2GNAXKEV2K6205000,Chevrolet,Equinox,LT with 1LT FWD,2019,49135,26.0,32.0, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,23490,3, TX
2613, 2FMPK4J99KBC25981,Ford,Edge,SEL AWD,2019,32418,21.0,28.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,27999,3, AZ
2614, 19XFB2F56DE025596,Honda,Civic,LX Sedan Automatic,2013,133689,28.0,39.0, Automatic,FWD,Gas,Gray,Gray,0,2,Personaluse,10561,9, CA
2615, 4JGDA5HB2JB165129,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,2018,35269,18.0,22.0, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,36891,4, WI
2616, LYVA22RL3KB236915,Volvo,XC60,Inscription T6 AWD,2019,14327,19.0,27.0, Automatic,AWD,Gas,Black,Brown,0,1,Personaluse,42800,3, HI
2617, 4T1B11HK7KU217280,Toyota,Camry,LE Automatic,2019,81327,28.0,39.0, Automatic,FWD,Gas,White,Gray,0,1,Fleetuse,19995,3, FL
2618, 1HGCR2F78EA083733,Honda,Accord,EX Sedan I4 CVT,2014,119882,27.0,36.0, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,15000,8, SC
2619, 1FT8W3B63GEA88804,Ford,Super Duty F-350,"XL Crew Cab 156"" 4WD",2016,68000,18.0,26.0, Automatic,4WD,Gas,White,Gray,1,2,Personaluse,39758,6, TX
2620, JM3KFABM8K1521128,Mazda,CX-5,Sport FWD,2019,38622,25.0,31.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,25900,3, CA
2621, ZAM56YRA0J1281240,Maserati,Quattroporte,S Q4 AWD,2018,37925,16.0,23.0, Automatic,AWD,Gas,Silver,Beige,0,2,Fleetuse,45991,4, NC
2622, 1C4RJFBG2GC492895,Jeep,Grand Cherokee,Limited 4WD,2016,63393,18.0,25.0, Automatic,4WD,Gas,Brown,Beige,0,3,Fleetuse,25750,6, TX
2623, 3GCPCSEC5FG303168,Chevrolet,Silverado 1500,LTZ with 1LZ Crew Cab Short Box 2WD,2015,72865,16.0,23.0, Automatic,RWD,Gas,White,Black,0,2,Personaluse,30998,7, CA
2624, 2FMPK4J92JBB53925,Ford,Edge,SEL AWD,2018,44516,20.0,27.0, Automatic,AWD,Gas,Gray,Black,0,2,Fleetuse,23990,4, NV
2625, KMHD04LB5JU679744,Hyundai,Elantra,Sport 1.6T Sedan Automatic,2018,73238,26.0,33.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,18800,4, NY
2626, 5N1AZ2MH4FN203924,Nissan,Murano,S AWD,2015,76987,21.0,28.0, Automatic,AWD,Gas,Black,Black,1,1,Personaluse,18488,7, CA
2627, 3N1AB7AP3HY388977,Nissan,Sentra,SV CVT,2017,84879,29.0,37.0, Automatic,FWD,Gas,Gray,Black,1,2,Personaluse,10995,5, IL
2628, ZARBAAA46HM224252,Alfa,Romeo 4C,Coupe,2017,25560,24.0,34.0, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,60000,5, VA
2629, 5TFDY5F15LX915459,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,2020,42573,13.0,17.0, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,39797,2, NM
2630, 2FMDK4KC4DBA68585,Ford,Edge,Limited AWD,2013,88343,18.0,25.0, Automatic,AWD,Gas,Silver,Black,0,2,Fleetuse,17998,9, NE
2631, 1FTFW1E45KFB52043,Ford,F-150,XLT SuperCrew 6.5' Box 4WD,2019,63758,16.0,22.0, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,37794,3, FL
2632, WDDJK7DA8DF014019,Mercedes-Benz,SL,SL 550 Roadster,2013,47667,17.0,25.0, Automatic,RWD,Gas,Black,Beige,0,3,Personaluse,42998,9, MD
2633, 1C4BJWEG6GL182908,Jeep,Wrangler,Unlimited Sahara,2016,44582,16.0,21.0, Manual,4WD,Gas,White,Black,0,1,Personaluse,32999,6, OR
2634, KM8JBCA19NU031346,Hyundai,Tucson,Hybrid Blue AWD,2022,12275,38.0,38.0, Automatic,AWD,Hybrid,White,Gray,0,1,Personaluse,36409,0, NJ
2635, 3KPC24A69LE119873,Hyundai,Accent,SE Automatic,2020,39637,33.0,41.0, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,18490,2, PA
2636, 3CZRM3H34FG704583,Honda,CR-V,LX FWD,2015,136396,27.0,34.0, Automatic,FWD,Gas,Blue,Gray,0,1,Personaluse,14500,7, FL
2637, 3N1CP5CU5KL525360,Nissan,Kicks,SV,2019,50640,31.0,36.0, Automatic,FWD,Gas,Gray,Black,2,2,Fleetuse,18488,3, TX
2638, JHLRW2H82KX011946,Honda,CR-V,EX-L AWD,2019,21681,27.0,33.0, Automatic,AWD,Gas,Silver,Gray,0,1,Personaluse,31500,3, PA
2639, WDC0G5EB9KF538404,Mercedes-Benz,GLC,GLC 350e 4MATIC,2019,36174,22.0,28.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,40900,3, FL
2640, 1C6RR7KT4GS114716,Ram,1500,"Express Crew Cab 5'7"" Box 4WD",2016,50870,16.0,23.0, Automatic,4WD,Gas,Gray,Gray,0,2,Personaluse,29900,6, CA
2641, 1J4RR6GG0BC663292,Jeep,Grand Cherokee,Overland 4WD,2011,143976,16.0,22.0, Automatic,4WD,Gas,White,Black,1,2,Personaluse,13229,11, NC
2642, 1C4BJWDG1JL846640,Jeep,Wrangler,Unlimited Sport (JK),2018,17713,16.0,21.0, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,35000,4, TX
2643, 1G1ZE5ST7HF221139,Chevrolet,Malibu,LT with 1LT,2017,20212,27.0,36.0, Automatic,FWD,Gas,White,Black,0,1,Personaluse,22998,5, CA
2644, 1C4SDJGJ3MC890791,Dodge,Durango,SRT 392 AWD,2021,15088,13.0,19.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,70497,1, MI
2645, 1GT49REY7MF230695,GMC,Sierra 2500HD,Denali Crew Cab Standard Bed 4WD,2021,23726,21.0,26.0, Automatic,4WD,Diesel,Green,Black,0,1,Personaluse,76990,1, TX
2646, 1FM5K8F86GGA31357,Ford,Explorer,Limited 4WD,2016,68278,16.0,23.0, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,24997,6, OH
2647, 3TMCZ5ANXKM211698,Toyota,Tacoma,TRD Sport Double Cab 5' Bed 4WD 6 Automatic,2019,53504,18.0,22.0, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,40998,3, IL
2648, 1D7RV1GT6AS127877,Dodge,Ram 1500,Sport Quad Cab Regular Bed 4WD,2010,154000,13.0,18.0, Automatic,4WD,Gas,Silver,Gray,0,3,Personaluse,14999,12, GA
2649, 2C3CDXHG0HH528287,Dodge,Charger,SXT RWD,2017,121103,19.0,30.0, Automatic,RWD,Gas,Black,Black,0,2,Personaluse,18890,5, CA
2650, 1GNSKAKC9KR123530,Chevrolet,Tahoe,LS 4WD,2019,121151,15.0,21.0, Automatic,4WD,Gas,Black,Black,0,2,Fleetuse,31998,3, VA
2651, 3FA6P0HD7KR280876,Ford,Fusion,SE FWD,2019,24894,23.0,34.0, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,21990,3, NC
2652, 1C6SRFBT8KN744919,Ram,1500,"Big Horn/Lone Star Quad Cab 6'4"" Box 4WD",2019,43095,19.0,24.0, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,36000,3, TX
2653, WBA3C1C50EK107401,BMW,3 ,328i Sedan (SULEV),2014,55026,23.0,35.0, Automatic,RWD,Gas,White,Black,0,1,Personaluse,20599,8, NM
2654, 5NMS2CAD2LH273855,Hyundai,Santa Fe,SE 2.4L AWD,2020,44,21.0,27.0, Automatic,AWD,Gas,Gray,Beige,0,1,Personaluse,30998,2, TX
2655, WDDWK8GB7JF691445,Mercedes-Benz,C-Class,C 63 AMG Cabriolet RWD,2018,39687,17.0,22.0, Automatic,RWD,Gas,White,Gray,0,2,Personaluse,59895,4, AL
2656, 5UXZV4C55D0E01686,BMW,X5,xDrive35i AWD,2013,105526,16.0,23.0, Automatic,AWD,Gas,Gray,Black,0,2,Fleetuse,15136,9, IL
2657, 1G6KW5RJ7KU125902,Cadillac,CT6-V,Sedan,2019,623,14.0,25.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,96838,3, FL
2658, KNMAT2MT8LP538694,Nissan,Rogue,S FWD,2020,55766,26.0,33.0, Automatic,FWD,Gas,Gray,Black,0,1,Fleetuse,20990,2, GA
2659, WBAJA7C58KG911993,BMW,5 ,530i xDrive,2019,43112,23.0,33.0, Automatic,AWD,Gas,Silver,Black,0,2,Fleetuse,34189,3, MI
2660, JF2GTAMC1K8326704,Subaru,Crosstrek,2.0i Limited CVT,2019,41637,27.0,33.0, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,28300,3, VA
2661, 2T1BURHE9GC525463,Toyota,Corolla,LE CVT,2016,63595,29.0,38.0, Automatic,FWD,Gas,Silver,Gray,0,2,Personaluse,16788,6, OK
2662, 5XXGT4L37KG335793,Kia,Optima,LX,2019,143987,24.0,33.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,12999,3, LA
2663, 5NMS5CAA9KH077388,Hyundai,Santa Fe,Ultimate 2.0T AWD,2019,63005,19.0,24.0, Automatic,AWD,Gas,White,Black,0,1,Personaluse,29837,3, MA
2664, 2GNAXHEV8K6167601,Chevrolet,Equinox,LS with 1LS FWD,2019,40568,26.0,32.0, Automatic,FWD,Gas,Silver,Gray,0,2,Personaluse,23825,3, ND
2665, 2FMPK4J91LBA40101,Ford,Edge,SEL AWD,2020,22953,21.0,28.0, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,30990,2, NJ
2666, WDCTG4EB1KU013811,Mercedes-Benz,GLA,GLA 250 FWD,2019,13647,24.0,33.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,31998,3, NJ
2667, JTJAM7BX3M5299520,Lexus,GX,GX 460 Premium,2021,8685,15.0,19.0, Automatic,4WD,Gas,White,Red,0,1,Personaluse,57998,1, TX
2668, JTJAARBZ6L5005340,Lexus,NX,NX 300 FWD,2020,12088,22.0,28.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,37998,2, CA
2669, JHLRM4H7XCC006298,Honda,CR-V,EX-L 4WD,2012,76597,22.0,30.0, Automatic,4WD,Gas,Gray,Gray,1,2,Personaluse,17400,10, NY
2670, 5FNYF8H05KB017000,Honda,Passport,Elite AWD,2019,71200,19.0,24.0, Automatic,AWD,Gas,Green,Gray,0,1,Personaluse,33327,3, NC
2671, 4S4BTGHD2L3110174,Subaru,Outback,2.4T Onyx Edition XT,2020,36411,23.0,30.0, Automatic,AWD,Gas,Blue,Gray,0,1,Personaluse,33998,2, TX
2672, 3VWG57AU3KM014708,Volkswagen,Golf,S FWD Auto,2019,52266,29.0,37.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,21000,3, TX
2673, 58ABZ1B12KU041305,Lexus,ES,ES 350,2019,37456,22.0,33.0, Automatic,FWD,Gas,White,Beige,0,1,Personaluse,35998,3, VA
2674, SALWR2SU2LA896062,Land Rover,Rover Range Rover Sport,HSE Turbo i6 Mild Hybrid,2020,18250,19.0,25.0, Automatic,4WD,Hybrid,White,Black,0,1,Personaluse,75998,2, NV
2675, 2GNAXXEV0K6268416,Chevrolet,Equinox,Premier with 1LZ AWD,2019,68726,25.0,30.0, Automatic,AWD,Gas,Silver,Gray,0,2,Fleetuse,23990,3, TX
2676, 1G1BE5SM7H7184890,Chevrolet,Cruze,LT with 1SD Sedan Automatic,2017,78499,30.0,40.0, Automatic,FWD,Gas,White,Black,1,2,Fleetuse,15921,5, CO
2677, 1C4PJLDBXHW595702,Jeep,Cherokee,Limited FWD,2017,40728,21.0,30.0, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,20977,5, SC
2678, 4S4BSAHC9K3284541,Subaru,Outback,2.5i Premium,2019,43385,25.0,32.0, Automatic,AWD,Gas,Red,Gray,0,1,Personaluse,28998,3, MI
2679, 1FTEW1E4XKKC53002,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,58857,18.0,23.0, Automatic,4WD,Gas,Gray,Gray,0,2,Personaluse,36590,3, GA
2680, 1FTFW1ET6DKE71386,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2013,99768,14.0,19.0, Automatic,4WD,Gas,Gray,Gray,0,3,Personaluse,24998,9, FL
2681, 1FT7X2B6XGEA48562,Ford,Super Duty F-250,"XLT SuperCab 158"" 4WD",2016,129550,18.0,26.0, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,29990,6, VA
2682, WAUEFGFF7F1081474,Audi,A3,Premium Plus Sedan 2.0T quattro,2015,56976,24.0,33.0, Automatic,AWD,Gas,Gray,Black,0,3,Fleetuse,22997,7, TX
2683, 1C4BJWDG3GL248588,Jeep,Wrangler,Unlimited Sport,2016,73198,16.0,21.0, Automatic,4WD,Gas,White,Black,0,3,Fleetuse,28974,6, MI
2684, 1C4RDHDG0KC826902,Dodge,Durango,GT Plus RWD,2019,28336,19.0,26.0, Automatic,RWD,Gas,Black,Black,0,2,Fleetuse,35998,3, GA
2685, 1C6SRFLT1KN586308,Ram,1500,"Rebel Crew Cab 5'7"" Box 4WD",2019,27124,19.0,24.0, Automatic,4WD,Gas,White,Black,0,2,Personaluse,50998,3, FL
2686, 1GCRYDED2LZ250892,Chevrolet,Silverado 1500,LT Double Cab Standard Bed 4WD,2020,51052,19.0,22.0, Automatic,4WD,Gas,Black,Black,0,3,Fleetuse,34995,2, MA
2687, 2HKRM4H72GH658730,Honda,CR-V,EX-L with Navigation AWD,2016,53274,25.0,31.0, Automatic,AWD,Gas,Silver,Gray,0,1,Personaluse,22739,6, TX
2688, 1FMDE5AH5MLA79024,Ford,Bronco,Outer Banks 2 Door 4WD,2021,5122,20.0,22.0, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,53590,1, TX
2689, 5XYZU3LB8HG444937,Hyundai,Santa Fe Sport,Base 2.4L FWD,2017,102100,21.0,27.0, Automatic,FWD,Gas,Gray,Beige,0,1,Personaluse,18888,5, FL
2690, 2G11X5SA2G9179654,Chevrolet,Impala,4dr Sedan LS w/1FL,2016,122619,22.0,31.0, Automatic,FWD,Gas,Silver,Black,0,2,Fleetuse,12497,6, FL
2691, 2C3CDXHG3FH768723,Dodge,Charger,SXT RWD,2015,62408,19.0,31.0, Automatic,RWD,Gas,Red,Black,0,1,Personaluse,23333,7, TX
2692, 3N1AB7APXKY259593,Nissan,Sentra,SV CVT,2019,25947,29.0,37.0, Automatic,FWD,Gas,Blue,Black,0,2,Fleetuse,20998,3, TX
2693, 1G1AT18H897231012,Chevrolet,Cobalt,1LT Coupe,2009,49895,25.0,37.0, Automatic,FWD,Gas,Red,Black,0,1,Personaluse,8315,13, FL
2694, 3GCUKSEC6HG400596,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 4WD,2017,46316,16.0,22.0, Automatic,4WD,Gas,White,Brown,0,2,Personaluse,39998,5, WA
2695, 2G11Z5S30K9131526,Chevrolet,Impala,LT with 1LT,2019,73578,22.0,29.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,22998,3, AR
2696, 3C4NJDBB6JT350181,Jeep,Compass,Latitude 4WD,2018,40573,22.0,31.0, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,21995,4, NY
2697, 3FADP4EJ0KM108131,Ford,Fiesta,SE Hatchback,2019,60845,27.0,35.0, Manual,FWD,Gas,Black,Black,0,2,Personaluse,14990,3, NC
2698, 5TDJZRFH1KS626491,Toyota,Highlander,XLE V6 AWD,2019,40829,20.0,26.0, Automatic,AWD,Gas,Silver,Gray,0,1,Personaluse,36000,3, TX
2699, 1C4BJWEGXJL870935,Jeep,Wrangler,Unlimited Sahara (JK),2018,82531,16.0,21.0, Automatic,4WD,Gas,Red,Black,0,2,Fleetuse,32998,4, CA
2700, 5N1AZ2CJ3LN110750,Nissan,Murano,SL FWD,2020,45244,20.0,28.0, Automatic,FWD,Gas,Gray,Gray,1,1,Personaluse,30998,2, IL
2701, 4JGFF5KE5LA066617,Mercedes-Benz,GLS,GLS 450 4MATIC,2020,16040,19.0,23.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,73998,2, WY
2702, WBS3S7C5XKAC09469,BMW,M4,CS Coupe,2019,17017,17.0,23.0, Automatic,RWD,Gas,Blue,Gray,0,1,Personaluse,67990,3, FL
2703, 1N4AA5AP3EC474160,Nissan,Maxima,S,2014,54843,19.0,26.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,15977,8, TX
2704, 3GKALPEX3KL359007,GMC,Terrain,SLT FWD,2019,47550,26.0,30.0, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,26998,3, CA
2705, 1FM5K8D81KGA76346,Ford,Explorer,XLT 4WD,2019,25976,16.0,22.0, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,34998,3, FL
2706, 3GNKBBRA3LS625913,Chevrolet,Blazer,1LT FWD,2020,35782,21.0,27.0, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,29590,2, VA
2707, WDDWK6EB3JF666548,Mercedes-Benz,C-Class,C 43 AMG 4MATIC Cabriolet,2018,39402,19.0,26.0, Automatic,AWD,Gas,White,Brown,0,3,Personaluse,49998,4, GA
2708, 3MZBM1L79GM267637,Mazda,Mazda3,i Touring 5-Door Automatic,2016,43537,30.0,40.0, Automatic,FWD,Gas,Blue,Black,0,2,Personaluse,17999,6, MD
2709, KL7CJKSB4LB055898,Chevrolet,Trax,LS FWD,2020,42810,26.0,31.0, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,19998,2, TX
2710, 5TFAX5GN9HX091982,Toyota,Tacoma,SR Double Cab 5' Bed I4 RWD Automatic,2017,75325,19.0,23.0, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,24999,5, IN
2711, JTEBU5JR1K5670908,Toyota,4Runner,SR5 4WD,2019,20692,17.0,20.0, Automatic,4WD,Gas,Blue,Black,0,1,Personaluse,40998,3, TX
2712, MAJ6S3KL3LC359090,Ford,EcoSport,Titanium 4WD,2020,46255,23.0,29.0, Automatic,4WD,Gas,White,Black,0,1,Personaluse,21397,2, NJ
2713, JM3TCBCY6J0231012,Mazda,CX-9,Touring AWD,2018,40959,20.0,26.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28995,4, CA
2714, 5YFBURHE3GP491486,Toyota,Corolla,S Plus CVT,2016,55014,29.0,37.0, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,17990,6, PA
2715, 1C4RJFDJ3FC683572,Jeep,Grand Cherokee,SRT 4WD,2015,31951,13.0,19.0, Automatic,4WD,Gas,Black,Red,0,4,Personaluse,51998,7, FL
2716, 3FA6P0K9XGR399145,Ford,Fusion,Titanium FWD,2016,49336,22.0,33.0, Automatic,FWD,Gas,Black,Black,0,3,Personaluse,21899,6, WA
2717, 2HKRW2H92KH619113,Honda,CR-V,Touring AWD,2019,44534,27.0,33.0, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,31998,3, FL
2718, 55SWF8HB2HU186200,Mercedes-Benz,C-Class,C 63 S AMG Sedan RWD,2017,43854,17.0,23.0, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,55998,5, TN
2719, WDDSJ4EB4JN675898,Mercedes-Benz,CLA,CLA 250 FWD,2018,44565,24.0,32.0, Automatic,FWD,Gas,White,Black,1,1,Personaluse,30500,4, TX
2720, 2LMPJ8L92KBL16800,Lincoln,Nautilus,Reserve AWD,2019,35319,20.0,27.0, Automatic,AWD,Gas,Black,Brown,1,1,Personaluse,39998,3, FL
2721, 5TDJZRFH5JS888576,Toyota,Highlander,XLE V6 AWD,2018,48589,20.0,26.0, Automatic,AWD,Gas,Black,Gray,1,3,Personaluse,33998,4, NC
2722, WA1LABF72HD043442,Audi,Q7,Premium Plus 3.0S TFSI,2017,26221,19.0,25.0, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,42998,5, IN
2723, 3C6UR5FJ4KG714577,Ram,2500,"Laramie Crew Cab 6'4"" Box 4WD",2019,16790,21.0,28.0, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,62998,3, LA
2724, SAJWA1C76D8V46588,Jaguar,XJ,RWD,2013,41473,18.0,27.0, Automatic,RWD,Gas,Black,Beige,1,3,Personaluse,27998,9, MI
2725, W1N0G8EB2NV389361,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,2022,242,21.0,28.0, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,49520,0, TX
2726, 2T1BURHE0FC240049,Toyota,Corolla,LE CVT,2015,119726,29.0,38.0, Automatic,FWD,Gas,White,Gray,0,2,Fleetuse,14998,7, IL
2727, 4JGDF6EE3KB229198,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,2019,41414,16.0,22.0, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,54900,3, NV
2728, 2T3RFREV8FW235104,Toyota,RAV4,XLE AWD,2015,100955,22.0,29.0, Automatic,AWD,Gas,Red,Black,1,1,Personaluse,17500,7, TX
2729, KM8SMDHF1HU217764,Hyundai,Santa Fe,SE 3.3L AWD,2017,56055,18.0,24.0, Automatic,AWD,Gas,Silver,Gray,0,2,Personaluse,19977,5, MA
2730, 1N4AL3AP7GC254375,Nissan,Altima,2.5 SL,2016,52291,27.0,39.0, Automatic,FWD,Gas,Black,Black,1,2,Fleetuse,20998,6, CA
2731, 3FA6P0CDXLR207543,Ford,Fusion,SEL FWD,2020,58152,23.0,34.0, Automatic,FWD,Gas,White,Black,0,2,Personaluse,22998,2, CA
2732, 3PCAJ5M31KF104293,INFINITI,QX50,ESSENTIAL AWD,2019,23322,24.0,30.0, Automatic,AWD,Gas,Blue,Gray,0,2,Personaluse,35998,3, OH
2733, 1FMSK8DH5LGA89573,Ford,Explorer,XLT 4WD,2020,31265,20.0,27.0, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,37699,2, TX
2734, 1C6RR6TT0KS693222,Ram,1500 ,"SLT 4x2 Crew Cab 6'4"" Box",2019,48525,15.0,22.0, Automatic,RWD,Gas,Black,Gray,0,2,Personaluse,29998,3, GA
2735, 1FTEX1EB8LKD91151,Ford,F-150,XL SuperCab 6.5' Box 4WD,2020,63746,18.0,23.0, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,31998,2, PA
