,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
9192, 2GNAXYEX4K6202331,Chevrolet,['Equinox'],Premier with 2LZ AWD,2019,"22,676",22,28, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Bowie, TX","34,727"
9193, SAJGX2743VC004372,Jaguar,['XK8'],Convertible,1997,"88,491",,, Automatic, RWD,Gas,Unknown,Unknown,0,2, Personal use,"Castroville, TX","10,781"
9194, 1C6RR7GT9NS131081,Ram,"['1500', 'Classic']","Warlock Quad Cab 6'4"" Box 4WD",2022,"6,196",16,23, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Fairfield, OH","44,395"
9195, 1FADP5CU7DL507559,Ford,['C-Max'],Energi SEL,2013,"89,247",,, Automatic, FWD,Hybrid,Gray,Beige,0,2, Personal use,"Gladstone, OR","14,990"
9196, 1C6RR7NT6FS603290,Ram,['1500'],"Laramie Crew Cab 5'7"" Box 4WD",2015,"88,626",16,23, Automatic, 4WD,Gas,Gray,Black,1,3, Fleet use,"Seguin, TX","31,998"
9197, 4T1B11HK9KU191460,Toyota,['Camry'],SE Automatic,2019,"74,271",28,39, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Mchenry, IL","24,990"
9198, KL7CJPSB2JB726060,Chevrolet,['Trax'],LT AWD,2018,"42,574",24,30, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"New Braunfels, TX","19,368"
9199, WP0CA2A99FS141410,Porsche,['911'],Carrera Cabriolet,2015,"39,343",19,27, Automatic, RWD,Gas,White,Unknown,0,2, Personal use,"Youngsville, NC","78,998"
9200, 1N4BL4DW2KC167750,Nissan,['Altima'],SV AWD,2019,"32,331",,,,,,Red,Black,1,1, Personal use,"West Chester, OH","24,299"
9201, SHHFK8G76JU200288,Honda,['Civic'],Type R Manual,2018,"1,756",22,28, Manual, FWD,Gas,White,Red,0,1, Personal use,"Fresno, CA","45,990"
9202, WP0AA2A73JL111490,Porsche,['Panamera'],RWD,2018,"35,293",21,28, Automatic, RWD,Gas,Gray,Black,1,2, Personal use,"Modesto, CA","70,998"
9203, WA18NAF4XJA175673,Audi,"['A4', 'allroad']",Premium Plus,2018,"39,781",22,30, Automatic, AWD,Gas,Blue,Brown,0,2, Personal use,"Dallas, TX","37,990"
9204, 5FNYF4H68CB033612,Honda,['Pilot'],EX-L with Rear Entertainment System 4WD,2012,"106,818",17,24, Automatic, 4WD,Gas,Unknown,Gray,0,1, Personal use,"Fort Worth, TX","19,998"
9205, 1FTEW1CP3KKC27709,Ford,['F-150'],XL SuperCrew 5.5' Box 2WD,2019,"42,732",,,,,,White,Black,0,2, Personal use,"Oakhurst, NJ","34,239"
9206, 2FMPK4K94KBB55630,Ford,['Edge'],Titanium AWD,2019,"47,839",21,28, Automatic, AWD,Gas,Gray,Black,0,2, Personal use,"Forest City, PA","31,289"
9207, KL4CJASB3MB304264,Buick,['Encore'],Preferred FWD,2021,"14,099",24,32, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Naples, FL","24,990"
9208, 1G1BE5SM0K7115370,Chevrolet,['Cruze'],LT with 1SD Sedan,2019,"57,878",28,38, Automatic, FWD,Gas,White,Black,0,3, Fleet use,"Granbury, TX","20,490"
9209, 1GCVKREC0FZ395647,Chevrolet,"['Silverado', '1500']",LT Z71 Double Cab Standard Box 4WD,2015,"141,286",17,22, Automatic, 4WD,Gas,Red,Black,0,2, Personal use,"Richmond, VA","20,716"
9210, 5NMS53AA9LH281433,Hyundai,"['Santa', 'Fe']",Limited 2.0T FWD,2020,"16,646",20,27, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Fort Lupton, CO","37,300"
9211, 19XFB2F99CE067228,Honda,['Civic'],EX-L Sedan Automatic,2012,"83,995",28,39, Automatic, FWD,Gas,Gray,Gray,0,1, Personal use,"El Paso, TX","14,382"
9212, 5UXKR6C56H0J84329,BMW,['X5'],xDrive50i AWD,2017,"41,615",15,21, Automatic, AWD,Gas,Black,Unknown,0,2, Personal use,"Houston, TX","43,998"
9213, 5FNYF6H50KB100916,Honda,['Pilot'],EX-L AWD,2019,"26,653",18,26, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Fort Lauderdale, FL","36,751"
9214, 7FARW2H81KE026465,Honda,['CR-V'],EX-L AWD,2019,"30,222",27,33, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Bradenton, FL","31,700"
9215, 5N1AZ2MH5HN109991,Nissan,['Murano'],SL AWD,2017,"73,859",21,28, Automatic, AWD,Gas,White,Beige,0,1, Personal use,"Houston, TX","23,998"
9216, 1GTG6CEN1K1304017,GMC,['Canyon'],SLE Crew Cab Short Box 4WD,2019,"70,732",17,24, Automatic, 4WD,Gas,Black,Black,1,3, Fleet use,"Apex, NC","30,998"
9217, 2C4RDGCG8JR215842,Dodge,"['Grand', 'Caravan']",SXT,2018,"58,207",17,25, Automatic, FWD,Gas,Silver,Black,0,2, Fleet use,"Sacramento, CA","21,590"
9218, 1GNKVGKD1HJ133415,Chevrolet,['Traverse'],LT with 1LT AWD,2017,"53,498",15,22, Automatic, AWD,Gas,Black,Black,0,2, Fleet use,"Carrollton, TX","25,998"
9219, 5NMS2CAD1LH155067,Hyundai,"['Santa', 'Fe']",SE 2.4L AWD,2020,"58,715",21,27, Automatic, AWD,Gas,Gray,Beige,0,1, Fleet use,"Boardman, OH","25,990"
9220, 3N1CN7AP0KL866227,Nissan,['Versa'],SV Sedan CVT,2019,"54,645",31,39, Automatic, FWD,Gas,Blue,Black,0,1, Personal use,"Texas City, TX","18,490"
9221, 1C4BJWDG6EL142696,Jeep,['Wrangler'],Unlimited Sport,2014,"72,911",16,21, Manual, 4WD,Gas,Black,Black,0,3, Personal use,"Noblesville, IN","25,488"
9222, 5NPEL4JA9LH036157,Hyundai,['Sonata'],SEL,2020,"32,989",27,37, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Miami, FL","25,998"
9223, 2GNAXKEV1K6242927,Chevrolet,['Equinox'],LT with 1LT FWD,2019,"57,415",26,32, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Ardmore, PA","23,850"
9224, 1G6AW5SX1E0193120,Cadillac,['CTS'],Sedan 2.0T AWD,2014,"77,018",19,28, Automatic, AWD,Gas,Gray,Gray,0,3, Personal use,"Cincinnati, OH","20,998"
9225, 2T3A1RFV7KC001266,Toyota,['RAV4'],XLE Premium AWD,2019,"33,170",25,33, Automatic, AWD,Gas,Blue,Gray,0,1, Personal use,"Kingston, NY","35,998"
9226, KNDPNCAC6L7791852,Kia,['Sportage'],EX AWD,2020,"25,989",22,26, Automatic, AWD,Gas,Blue,Black,0,1, Personal use,"Fremont, CA","28,061"
9227, 2T2ZK1BA1FC205320,Lexus,['RX'],RX 350 FWD,2015,"60,402",18,25, Automatic, FWD,Gas,White,Black,0,3, Personal use,"Cornelius, NC","26,590"
9228, 4S4BSABC0K3227721,Subaru,['Outback'],2.5i,2019,"23,881",25,32, Automatic, AWD,Gas,Black,Beige,0,2, Personal use,"Virginia Beach, VA","28,990"
9229, 5N1AT2MV8KC840361,Nissan,['Rogue'],SL AWD,2019,"55,804",25,32, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Grand Prairie, TX","26,800"
9230, 2C3CDZAG5GH344578,Dodge,['Challenger'],SXT Automatic,2016,"52,710",19,30, Automatic, RWD,Gas,Black,Black,0,2, Personal use,"Live Oak, TX","23,998"
9231, 1FADP3F2XGL319556,Ford,['Focus'],SE Sedan,2016,"72,175",26,36, Automatic, FWD,Gas,Silver,Black,0,2, Fleet use,"Hot Springs, AR","12,495"
9232, 3VW6T7BU1LM024381,Volkswagen,['Jetta'],GLI S Automatic,2020,"12,846",25,32, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Costa Mesa, CA","27,990"
9233, 3TMCZ5AN7JM139339,Toyota,['Tacoma'],TRD Sport Double Cab 5' Bed V6 4WD Manual,2018,"27,673",17,20, Manual, 4WD,Gas,Black,Gray,0,2, Personal use,"Pensacola, FL","37,469"
9234, 3C4PDDEG8JT288922,Dodge,['Journey'],GT AWD,2018,"48,419",16,24, Automatic, AWD,Gas,Gray,Black,0,2, Fleet use,"San Benito, TX","24,998"
9235, SHHFK8G76MU201817,Honda,['Civic'],Type R Hatchback Manual,2021,"15,552",22,28, Manual, FWD,Gas,White,Black,0,1, Personal use,"Jacksonville, FL","47,990"
9236, KL4MMDSL0LB075725,Buick,"['Encore', 'GX']",Select FWD,2020,"33,017",26,30, Automatic, FWD,Gas,Gray,Unknown,0,3, Personal use,"Omaha, NE","24,990"
9237, 5FPYK3F67KB017982,Honda,['Ridgeline'],RTL-T AWD,2019,"43,839",18,25, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Michigan City, IN","34,998"
9238, 4T1BF3EK1AU572915,Toyota,['Camry'],LE I4 Automatic,2010,"129,630",22,32, Automatic, FWD,Gas,White,Gray,0,3, Fleet use,"Grove City, OH","9,895"
9239, WDDZF4KBXKA535318,Mercedes-Benz,['E-Class'],E 300 Sedan 4MATIC,2019,"43,788",21,29, Automatic, AWD,Gas,Black,Black,1,1, Personal use,"Kansas City, MO","39,371"
9240, 1N6BA0EC9FN507836,Nissan,['Titan'],PRO-4X Crew Cab 4WD,2015,"80,551",12,17, Automatic, 4WD,Gas,Blue,Black,0,3, Personal use,"Newark, CA","26,998"
9241, 1FAHP2F83DG146449,Ford,['Taurus'],Limited FWD,2013,"94,001",19,29, Automatic, FWD,Gas,Silver,Black,0,4, Fleet use,"Charleston, SC","14,990"
9242, JTHBK1EGXC2512211,Lexus,['ES'],ES 350,2012,"83,892",19,28, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Folsom, CA","19,998"
9243, WBAJA7C50KWW12276,BMW,"['5', 'Series']",530i xDrive,2019,"29,383",23,33, Automatic, AWD,Gas,Silver,Black,0,1, Personal use,"Waite Park, MN","40,998"
9244, JTJBM7FXXE5064516,Lexus,['GX'],GX 460,2014,"92,443",15,20, Automatic, 4WD,Gas,Silver,Black,2,2, Personal use,"National City, CA","28,998"
9245, LRBFX1SA7KD010746,Buick,['Envision'],Preferred AWD,2019,"13,090",21,27, Automatic, AWD,Gas,Black,Beige,0,1, Personal use,"San Diego, CA","29,998"
9246, 1V2MR2CA4JC502483,Volkswagen,['Atlas'],V6 SEL 4MOTION,2018,"86,108",17,23, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Delta, UT","27,191"
9247, 1GYFZER45KF187748,Cadillac,['XT4'],Sport FWD,2019,"29,564",24,30, Automatic, FWD,Gas,Black,Red,0,1, Personal use,"Lancaster, PA","35,998"
9248, 3FA6P0H7XER310922,Ford,['Fusion'],SE FWD,2014,"75,072",22,34, Automatic, FWD,Gas,White,Black,0,4, Personal use,"Brunswick, GA","15,541"
9249, 2C3CDXGJ6MH551046,Dodge,['Charger'],Scat Pack RWD,2021,"43,829",15,24, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Tucson, AZ","45,995"
9250, 1C4RJECG6JC512372,Jeep,"['Grand', 'Cherokee']",High Altitude RWD,2018,"78,412",19,26, Automatic, RWD,Gas,Black,Black,0,1, Fleet use,"Saint James, NY","31,590"
9251, JN1AJ0HR8AM750733,INFINITI,['EX35'],Journey AWD,2010,"115,285",16,23, Automatic, AWD,Gas,White,Beige,0,2, Personal use,"Batavia, NY","16,998"
9252, KNDJP3A53J7908012,Kia,['Soul'],#NAME?,2018,"52,403",25,30, Automatic, FWD,Gas,Green,Black,0,2, Fleet use,"Tampa, FL","17,590"
9253, 1C3CCCAB5FN623975,Chrysler,['200'],Limited FWD,2015,"92,343",23,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"York, PA","14,990"
9254, 1GNERGKW3JJ106306,Chevrolet,['Traverse'],LT Cloth with 1LT FWD,2018,"59,127",18,27, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Plano, TX","29,990"
9255, 1GCVKREC1JZ295694,Chevrolet,"['Silverado', '1500']",LT Double Cab Standard Box 4WD,2018,"149,507",17,22, Automatic, 4WD,Gas,Gray,Black,1,1, Personal use,"Lufkin, TX","23,999"
9256, 2FMPK4AP8JBC47497,Ford,['Edge'],Sport AWD,2018,"29,178",17,24, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Brunswick, GA","34,998"
9257, 1GCNCSEA8CZ112023,Chevrolet,"['Silverado', '1500']",LT Regular Cab Standard Box 2WD,2012,"77,064",14,19, Automatic, RWD,Gas,White,Gray,1,3, Fleet use,"Merritt Island, FL","16,995"
9258, 55SWF8EB6KU290135,Mercedes-Benz,['C-Class'],C 300 Sedan 4MATIC,2019,"56,115",22,33, Automatic, AWD,Gas,White,Beige,1,2, Personal use,"Pomona, CA","30,995"
9259, WP1AB2A53MLB31334,Porsche,['Macan'],S AWD,2021,"13,114",18,24, Automatic, AWD,Gas,Gray,Black,1,1, Personal use,"Taylorville, IL","69,999"
9260, KMHGN4JE3FU056061,Hyundai,['Genesis'],3.8 AWD,2015,"92,244",16,25, Automatic, AWD,Gas,Tan,Beige,0,2, Personal use,"Spring, TX","21,997"
9261, 5N1DR2MM2JC619520,Nissan,['Pathfinder'],S 4WD,2018,"80,711",19,26, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Fort Worth, TX","20,999"
9262, 3CZRU6H36KG727519,Honda,['HR-V'],LX AWD,2019,"48,489",27,31, Automatic, AWD,Gas,Black,Black,1,1, Personal use,"Rugby, ND","22,998"
9263, 1G6AE5RX1J0103712,Cadillac,['ATS'],Sedan 2.0T AWD,2018,"41,302",22,30, Automatic, AWD,Gas,Red,Black,0,1, Fleet use,"Manning, SC","25,990"
9264, 2T3RFREV0HW678107,Toyota,['RAV4'],XLE AWD,2017,"113,100",22,28, Automatic, AWD,Gas,Gray,Gray,0,2, Personal use,"Vallejo, CA","21,500"
9265, 1FTER4EH0LLA42219,Ford,['Ranger'],XLT 2WD SuperCrew 5' Box,2020,"5,827",21,26, Automatic, RWD,Gas,Silver,Black,0,1, Personal use,"Houston, TX","36,998"
9266, 5NPEJ4J23LH009941,Hyundai,['Sonata'],SEL Plus,2020,"47,389",27,36, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Santa Fe, NM","28,768"
9267, 5TFCZ5AN0KX208240,Toyota,['Tacoma'],TRD Sport Double Cab 5' Bed 4WD 6 Automatic,2019,"75,802",18,22, Automatic, 4WD,Gas,Silver,Unknown,0,1, Personal use,"Conway, AR","33,881"
9268, KM8J3CALXLU221412,Hyundai,['Tucson'],Sport AWD,2020,"22,363",,,,,,Black,Black,0,1, Personal use,"Fort Worth, TX","29,000"
9269, 1GNERGKW3JJ252933,Chevrolet,['Traverse'],LT Cloth with 1LT FWD,2018,"71,562",18,27, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Houston, TX","27,990"
9270, 2T1BURHE2GC592924,Toyota,['Corolla'],LE Premium CVT,2016,"79,893",29,38, Automatic, FWD,Gas,Black,Gray,0,2, Personal use,"Albuquerque, NM","16,994"
9271, 4T4BF1FK5ER387149,Toyota,['Camry'],2014 XLE I4 Automatic,2014,"73,634",25,35, Automatic, FWD,Gas,Gray,Unknown,0,2, Fleet use,"Kent, WA","14,888"
9272, 1C4RJKBG5M8187012,Jeep,"['Grand', 'Cherokee']",L Limited 4WD,2021,"5,555",18,25, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Olympia, WA","50,998"
9273, 1GCGTDEN1J1308677,Chevrolet,['Colorado'],Z71 Crew Cab Short Box 4WD Automatic,2018,"22,134",17,24, Automatic, 4WD,Gas,Silver,Black,1,2, Personal use,"Lakewood, CO","35,998"
9274, 1C4NJDEB6ED846895,Jeep,['Compass'],Latitude 4WD,2014,"57,222",21,27, Automatic, 4WD,Gas,Gray,Gray,0,2, Personal use,"Raleigh, NC","16,667"
9275, 4T1KZ1AKXMU051441,Toyota,['Camry'],XSE V6 Automatic,2021,"32,434",22,32, Automatic, FWD,Gas,White,Red,0,2, Personal use,"San Antonio, TX","37,998"
9276, WAUBNCF59JA085573,Audi,['A5'],Premium Plus Sportback S tronic,2018,"51,331",24,34, Automatic, AWD,Gas,Black,Brown,1,2, Personal use,"Indianapolis, IN","32,479"
9277, 1N6AD0EV3EN772870,Nissan,['Frontier'],SL Crew Cab 4WD Auto SWB,2014,"63,750",15,21, Automatic, 4WD,Gas,Black,Beige,0,1, Personal use,"Jacksonville, FL","23,000"
9278, 2HGFC3A51KH750567,Honda,['Civic'],Si Coupe with Summer Tires,2019,"13,722",28,38, Manual, FWD,Gas,Black,Black,0,1, Personal use,"Olympia, WA","29,998"
9279, 1N4AL3AP6EC175521,Nissan,['Altima'],2.5 SV,2014,"55,166",27,38, Automatic, FWD,Gas,White,Beige,0,1, Personal use,"Tampa, FL","16,990"
9280, 1FTFW1ET2EFA58164,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2014,"132,706",14,19, Automatic, 4WD,Gas,Red,Gray,0,1, Personal use,"Gainesville, FL","20,999"
9281, 5TFFY5F10KX248338,Toyota,['Tundra'],Limited CrewMax 5.5' Bed 5.7L 2WD,2019,"37,672",13,18, Automatic, RWD,Gas,Tan,Black,0,1, Personal use,"Lubbock, TX","41,998"
9282, 7SAYGDEF9NF367011,Tesla,"['Model', 'Y']",Performance AWD,2022,"5,307",106,115, Automatic, AWD,Electric,White,Black,0,1, Personal use,"Mechanicsville, VA","75,990"
9283, 5TFDW5F15FX424934,Toyota,['Tundra'],SR5 CrewMax 5.5' Bed Flex Fuel 5.7L V8 4WD,2015,"80,136",13,17, Automatic, 4WD,Gas,Gray,Black,1,1, Personal use,"Santa Rosa, CA","32,998"
9284, SALYB2EV1KA791867,Land,"['Rover', 'Range', 'Rover', 'Velar']",P380 S,2019,"9,875",18,24, Automatic, 4WD,Supercharged,Gray,Beige,0,1, Personal use,"Amityville, NY","55,781"
9285, 4T3E6RFV4MU058982,Toyota,['RAV4'],Hybrid XSE AWD,2021,"6,824",38,41, Automatic, AWD,Hybrid,Gray,Black,0,1, Personal use,"Vero Beach, FL","48,990"
9286, 1FTEW1EG2JFD87732,Ford,['F-150'],Platinum SuperCrew 5.5' Box 4WD,2018,"39,479",16,22, Automatic, 4WD,Gas,Red,Black,0,2, Fleet use,"Clearwater, FL","49,998"
9287, 1G1FH1R70H0120202,Chevrolet,['Camaro'],SS with 2SS Coupe,2017,"39,069",16,25, Automatic, RWD,Gas,White,Red,0,1, Personal use,"Corpus Christi, TX","39,998"
9288, 4T1B11HK5JU117399,Toyota,['Camry'],LE I4 Automatic,2018,"69,355",28,39, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Katy, TX","22,491"
9289, 5YJ3E1EC7NF195966,Tesla,"['Model', '3']",Performance AWD,2022,432,107,118, Automatic, AWD,Electric,Silver,Black,0,0, Personal use,"Leesburg, FL","72,991"
9290, 5J6RM4H96GL054153,Honda,['CR-V'],Touring AWD,2016,"120,243",25,31, Automatic, AWD,Gas,Brown,Black,0,2, Personal use,"Massillon, OH","20,998"
9291, JN1BV7AP6FM345844,INFINITI,['Q50'],Premium RWD,2015,"57,099",20,29, Automatic, RWD,Gas,White,Gray,0,2, Personal use,"Margate, FL","24,998"
9292, WDBSK7BA9CF168933,Mercedes-Benz,['SL'],SL 550 Roadster,2012,"52,051",14,22, Automatic, RWD,Gas,White,Red,0,3, Personal use,"Cornelius, NC","37,590"
9293, JM3KFBDM6K0690587,Mazda,['CX-5'],Grand Touring AWD,2019,"30,358",24,30, Automatic, AWD,Gas,White,Beige,0,2, Personal use,"Charleston, SC","32,300"
9294, 5YJ3E1EB6NF103351,Tesla,"['Model', '3']",Long Range AWD,2022,"5,693",126,134, Automatic, AWD,Electric,White,Black,0,1, Personal use,"Hollywood, FL","63,998"
9295, 1FT7W2BN3MEE14058,Ford,"['Super', 'Duty', 'F-250']",LARIAT Crew Cab 6.75' Box 4WD,2021,"10,592",,, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"London, OH","70,998"
9296, ZACCJBCB6HPE47635,Jeep,['Renegade'],Trailhawk 4WD,2017,"65,905",21,29, Automatic, 4WD,Gas,Black,Black,0,4, Personal use,"Daytona Beach, FL","21,998"
9297, 2T1BURHEXKC203925,Toyota,['Corolla'],L CVT,2019,"50,765",28,36, Automatic, FWD,Gas,White,Gray,0,1, Personal use,"Blaine, MN","20,998"
9298, 3C63R3JL2JG286760,Ram,['3500'],Laramie Crew Cab 8' Box 4WD,2018,"89,411",,, Automatic, 4WD,Diesel,Black,Black,0,1, Personal use,"Manvel, TX","58,998"
9299, 1VWCM7A37CC021477,Volkswagen,['Passat'],SEL Premium 3.6 V6 DSG,2012,"105,547",20,28, Automatic, FWD,Gas,Black,Beige,1,1, Personal use,"Escondido, CA","11,895"
9300, 1N4AL3AP5HC296660,Nissan,['Altima'],2017.5 2.5 S,2017,"93,949",27,39, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Lakeport, CA","15,990"
9301, SHHFK7H45JU430290,Honda,['Civic'],Sport Hatchback CVT,2018,"33,176",30,36, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Bel Air, MD","24,998"
9302, JTHC81D25K5035886,Lexus,['IS'],IS 300 AWD,2019,"22,169",19,26, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"Selma, CA","38,000"
9303, 1C4RJFAG2MC545883,Jeep,"['Grand', 'Cherokee', 'WK']",Laredo E 4WD,2021,"22,662",18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Seattle, WA","34,789"
9304, KL8CB6SA5LC423250,Chevrolet,['Spark'],LS CVT,2020,"25,630",30,38, Automatic, FWD,Gas,White,Black,0,2, Personal use,"Deland, FL","16,590"
9305, 2FMPK4G98JBB09418,Ford,['Edge'],SE AWD,2018,"72,629",20,27, Automatic, AWD,Gas,Blue,Black,0,2, Personal use,"Hardin, MT","20,590"
9306, 1J4RR4GG8BC587261,Jeep,"['Grand', 'Cherokee']",Laredo 4WD,2011,"101,483",16,22, Automatic, 4WD,Gas,White,Black,0,2, Personal use,"Fredericksburg, VA","12,495"
9307, JTJBM7FXXK5223532,Lexus,['GX'],GX 460,2019,"23,711",15,18, Automatic, 4WD,Gas,Black,Brown,0,1, Personal use,"Seaford, DE","46,500"
9308, WDD1J6BB7KF083550,Mercedes-Benz,['E-Class'],AMG E 53 4MATIC+ Coupe,2019,"46,198",21,28, Automatic, AWD,Gas,Blue,Black,0,1, Personal use,"Montclair, CA","59,998"
9309, 5YJ3E1EB5MF085391,Tesla,"['Model', '3']",Long Range Dual Motor AWD,2021,"15,731",127,141, Automatic, AWD,Electric,White,Black,0,1, Personal use,"Tampa, FL","59,998"
9310, JTHBK1GGXE2096841,Lexus,['ES'],ES 350,2014,"49,904",21,31, Automatic, FWD,Gas,White,Unknown,0,2, Personal use,"Englewood, CO","24,998"
9311, 1FMCU0GX9DUD84102,Ford,['Escape'],SE FWD,2013,"121,431",23,33, Automatic, FWD,Gas,Black,Gray,0,3, Personal use,"Odessa, TX","11,955"
9312, 5YMTS0C09L9B57930,BMW,"['X3', 'M']",Competition,2020,"13,384",14,19, Automatic, AWD,Gas,Black,Black,0,1, Personal use,"San Antonio, TX","67,295"
9313, WBA3N9C58FK246413,BMW,"['4', 'Series']",428i xDrive Coupe (SULEV),2015,"84,248",22,33, Automatic, AWD,Gas,Black,Beige,0,2, Personal use,"Abilene, TX","21,990"
9314, JTNKHMBX2K1043668,Toyota,['C-HR'],LE FWD,2019,"39,412",27,31, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"East Brunswick, NJ","23,998"
9315, NMTKHMBX5JR034726,Toyota,['C-HR'],XLE FWD,2018,"49,478",27,31, Automatic, FWD,Gas,Blue,Black,0,1, Personal use,"Pleasant Hill, CA","22,995"
9316, 1C4RJFAG2JC499242,Jeep,"['Grand', 'Cherokee']",Upland 4WD,2018,"28,087",18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Pelham, AL","33,998"
9317, WA1LFAFP2EA079883,Audi,['Q5'],Premium Plus 2.0T quattro,2014,"68,928",20,28, Automatic, AWD,Gas,White,Brown,0,3, Personal use,"Brighton, CO","22,998"
9318, 2C3CDZAG2JH171707,Dodge,['Challenger'],SXT Plus RWD Automatic,2018,"28,966",19,30, Automatic, RWD,Gas,Silver,Black,0,3, Personal use,"North Huntingdon, PA","29,998"
9319, 5FNYF5H17KB022772,Honda,['Pilot'],LX FWD,2019,"50,162",19,27, Automatic, FWD,Gas,White,Black,0,2, Fleet use,"Manchester, MO","28,998"
9320, 1N4AA6AP4JC409320,Nissan,['Maxima'],SL,2018,"49,793",21,30, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"El Cajon, CA","27,998"
9321, KL79MMS22MB024034,Chevrolet,['Trailblazer'],LS FWD,2021,"16,893",28,31, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Woods Cross, UT","26,590"
9322, WDC0G4KB9HF147308,Mercedes-Benz,['GLC'],GLC 300 4MATIC SUV,2017,"38,732",21,28, Automatic, AWD,Gas,Black,Black,0,3, Personal use,"San Diego, CA","32,590"
9323, 1N4AL3AP0GC269199,Nissan,['Altima'],2.5 SL,2016,"27,804",27,39, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Lebanon, IN","21,990"
9324, 1FAHP2E8XJG113347,Ford,['Taurus'],SEL FWD,2018,"21,220",18,27, Automatic, FWD,Gas,Blue,Black,1,2, Fleet use,"Spring, TX","25,390"
9325, 5NPE24AAXGH420425,Hyundai,['Sonata'],Eco with Tire Kit 1.6T,2016,"52,894",28,38, Automatic, FWD,Gas,White,Beige,0,1, Personal use,"Carson, CA","17,990"
9326, 1G1FH1R7XJ0187573,Chevrolet,['Camaro'],SS with 2SS Coupe,2018,"31,371",16,25, Automatic, RWD,Gas,White,Black,0,2, Personal use,"Olathe, KS","40,494"
9327, 1GNERHKW1LJ197682,Chevrolet,['Traverse'],LT Leather FWD,2020,"14,016",18,27, Automatic, FWD,Gas,Red,Black,0,1, Personal use,"Houston, TX","39,599"
9328, 1C6SRFFT7MN784986,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2021,"9,708",19,24, Automatic, 4WD,Gas,Gray,Gray,0,1, Personal use,"Columbus, OH","42,000"
9329, 1GCVKREC7GZ242992,Chevrolet,"['Silverado', '1500']",Z71 LT Double Cab Standard Box 4WD,2016,"120,960",17,22, Automatic, 4WD,Gas,Silver,Black,1,2, Fleet use,"Roebuck, SC","23,500"
9330, 1GC4YNE7XMF239183,Chevrolet,"['Silverado', '2500HD']",LT Crew Cab Standard Bed 4WD,2021,"26,780",,, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Fort Worth, TX","57,990"
9331, 5FNRL6H57KB124465,Honda,['Odyssey'],EX,2019,"30,591",19,28, Automatic, FWD,Gas,Silver,Gray,0,2, Personal use,"Corinth, TX","34,728"
9332, SALGS2WF8EA165966,Land,"['Rover', 'Range', 'Rover']",HSE,2014,"44,601",17,23, Automatic, 4WD,Supercharged,Silver,Black,0,3, Personal use,"San Antonio, TX","46,998"
9333, 5YJ3E1EBXLF744225,Tesla,"['Model', '3']",Long Range Dual Motor,2020,"17,733",116,124, Automatic, AWD,Electric,Gray,Black,0,1, Personal use,"Bryan, TX","49,980"
9334, 1C4PJMJX2JD613522,Jeep,['Cherokee'],Overland 4WD,2018,"68,329",20,27, Automatic, 4WD,Gas,Red,Black,0,1, Fleet use,"San Antonio, TX","25,590"
9335, 5UXCR6C51KLL01406,BMW,['X5'],xDrive40i,2019,"50,126",20,26, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"San Diego, CA","47,499"
