,VIN,brand,model,trim,manufacture_year,mileage,MPG_city,MPG_highway,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,location,price
1914, 4T1G11AK2LU903826,Toyota,['Camry'],SE FWD Automatic,2020,"28,485",28,39, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Laurel, MD","28,998"
1915, 2FMPK4J96LBA71070,Ford,['Edge'],SEL AWD,2020,"52,575",21,28, Automatic, AWD,Gas,Gray,Black,1,3, Fleet use,"Carmel, NY","26,998"
1916, ZARFANBN2M7642364,Alfa,"['Romeo', 'Giulia']",Ti Sport AWD,2021,"17,917",23,31, Automatic, AWD,Gas,Black,Red,0,1, Fleet use,"Fort Wayne, IN","41,739"
1917, 1C4PJLCB1KD221385,Jeep,['Cherokee'],Latitude FWD,2019,"59,544",22,31, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Katy, TX","20,500"
1918, 5N1AT2MT0KC749809,Nissan,['Rogue'],SL FWD,2019,"42,490",26,33, Automatic, FWD,Gas,Gray,Black,0,2, Fleet use,"Madison, NJ","25,998"
1919, 3FA6P0HR8DR375106,Ford,['Fusion'],SE FWD,2013,"109,436",22,34, Automatic, FWD,Gas,White,Beige,0,3, Personal use,"Post Falls, ID","9,999"
1920, 19XFC2F53GE246302,Honda,['Civic'],LX Sedan CVT,2016,"47,724",31,41, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Pikeville, KY","20,998"
1921, 2G1125S33J9127117,Chevrolet,['Impala'],Premier with 2LZ,2018,"69,505",19,28, Automatic, FWD,Gas,Silver,Black,0,2, Personal use,"Newport News, VA","20,995"
1922, 3FA6P0HD9LR171725,Ford,['Fusion'],SE FWD,2020,"15,972",23,34, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Henderson, NV","23,998"
1923, 1V2AP2CAXMC590307,Volkswagen,['Atlas'],2021.5 2.0T S FWD,2021,"23,758",21,24, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Nashville, TN","33,500"
1924, WMWXP7C33H3C61996,MINI,['Hardtop'],S Hardtop 2-Door,2017,"37,676",23,32, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"West Palm Beach, FL","21,695"
1925, KNMAT2MV6KP510098,Nissan,['Rogue'],SV AWD,2019,"57,360",25,32, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"San Antonio, TX","23,998"
1926, 1C4RJFAG5LC197396,Jeep,"['Grand', 'Cherokee']",Altitude 4WD,2020,"37,187",18,25, Automatic, 4WD,Gas,Silver,Black,1,1, Personal use,"Glen Mills, PA","35,988"
1927, JF1VA2M68H9812382,Subaru,['WRX'],STI Manual,2017,"30,199",17,23, Manual, AWD,Gas,Gray,Black,0,1, Personal use,"Maitland, FL","34,900"
1928, 3GNCJLSB5LL233493,Chevrolet,['Trax'],LT FWD,2020,"13,162",26,31, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Quakertown, PA","21,998"
1929, JM3KE4CY9E0426643,Mazda,['CX-5'],Touring AWD Automatic,2014,"122,238",24,30, Automatic, AWD,Gas,Blue,Beige,0,1, Personal use,"Joplin, MO","12,591"
1930, JF2GTAMC8L8269807,Subaru,['Crosstrek'],2.0i Limited CVT,2020,"26,621",27,33, Automatic, AWD,Gas,White,Gray,0,1, Personal use,"Katy, TX","29,900"
1931, 5UXTR7C55KLR46890,BMW,['X3'],sDrive30i RWD,2019,"50,915",23,30, Automatic, RWD,Gas,Gray,Black,0,2, Personal use,"Fort Worth, TX","32,990"
1932, 1FTFX1EF6DFD85639,Ford,['F-150'],XLT SuperCab 6.5' Box 4WD,2013,"60,772",16,21, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Jacksonville, FL","22,599"
1933, 1GCGSCEA1M1175594,Chevrolet,['Colorado'],LT Crew Cab Short Box 2WD,2021,"13,189",19,26, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Kennesaw, GA","32,998"
1934, 1FM5K8DH5JGC02089,Ford,['Explorer'],XLT 4WD,2018,"38,353",16,22, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Kalamazoo, MI","29,590"
1935, 5XYPG4A58LG631377,Kia,['Sorento'],LX V6 FWD,2020,"57,099",19,26, Automatic, FWD,Gas,Gray,Black,0,1, Fleet use,"Clearwater, FL","24,998"
1936, 2C4RDGCG3KR761577,Dodge,"['Grand', 'Caravan']",SXT,2019,"71,311",17,25, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Hawthorne, CA","21,590"
1937, 1GCVKREC1HZ136829,Chevrolet,"['Silverado', '1500']",LT Z71 Double Cab Standard Box 4WD,2017,"64,278",17,22, Automatic, 4WD,Gas,Blue,Black,1,2, Personal use,"Dallas, TX","29,977"
1938, YV4BZ982381018018,Volvo,['XC70'],3.2L,2008,"163,897",15,22, Automatic, AWD,Gas,Gray,Black,0,4, Personal use,"Keller, TX","7,000"
1939, 1G1FH1R79M0100606,Chevrolet,['Camaro'],SS with 2SS Coupe,2021,"7,876",16,24, Automatic, RWD,Gas,White,Black,0,3, Personal use,"N. Miami Beach, FL","50,988"
1940, 3GNAXREV4JL389407,Chevrolet,['Equinox'],LS with 1LS AWD,2018,"55,850",24,30, Automatic, AWD,Gas,Black,Gray,1,1, Personal use,"Pottsville, PA","21,900"
1941, JM1GJ1V58G1443541,Mazda,['Mazda6'],i Touring Automatic,2016,"81,582",26,38, Automatic, FWD,Gas,Brown,Black,0,2, Fleet use,"Union City, GA","17,790"
1942, JF2SKAGC6LH475104,Subaru,['Forester'],2.5i Premium,2020,"27,014",26,33, Automatic, AWD,Gas,White,Black,1,1, Personal use,"Winter Haven, FL","28,000"
1943, 1C4RJFBG1MC505535,Jeep,"['Grand', 'Cherokee', 'WK']",Limited 4WD,2021,"10,071",18,25, Automatic, 4WD,Gas,Gray,Black,1,2, Personal use,"Lake City, FL","43,998"
1944, 3TMCZ5AN9HM080031,Toyota,['Tacoma'],SR5 Double Cab 5' Bed V6 4WD Automatic,2017,"83,363",18,23, Automatic, 4WD,Gas,Black,Gray,0,2, Fleet use,"Daytona Beach, FL","28,860"
1945, WBA4C9C54GG138921,BMW,"['4', 'Series']",428i xDrive Gran Coupe (SULEV),2016,"112,407",22,34, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Boerne, TX","19,748"
1946, 7FARW2H59KE043620,Honda,['CR-V'],EX AWD,2019,"38,870",28,34, Automatic, AWD,Gas,Red,Beige,1,1, Personal use,"Paramus, NJ","29,591"
1947, JTJHZMDA4M2051334,Lexus,['RX'],RX 350 AWD,2021,"12,929",,,,,,White,Black,0,1, Personal use,"Lake City, FL","49,500"
1948, 3GCPYFED8MG313174,Chevrolet,"['Silverado', '1500']",LT Trail Boss Crew Cab Short Bed 4WD,2021,"40,399",16,21, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Milwaukee, WI","48,990"
1949, 5N1AT2MV9JC813975,Nissan,['Rogue'],SV AWD,2018,"50,908",25,32, Automatic, AWD,Gas,White,Beige,0,2, Fleet use,"Lemon Grove, CA","24,525"
1950, 2FMPK4J92JBB12727,Ford,['Edge'],SEL AWD,2018,"90,180",20,27, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"Tomball, TX","20,998"
1951, WA1C4AFY7J2022324,Audi,['SQ5'],Prestige,2018,"69,706",19,24, Automatic, AWD,Gas,Gray,Black,0,3, Personal use,"Tampa, FL","33,561"
1952, 5UXCR6C59KLK89666,BMW,['X5'],xDrive40i,2019,"46,450",20,26, Automatic, AWD,Gas,White,Black,0,2, Personal use,"Janesville, WI","48,990"
1953, 3TMCZ5AN5LM310723,Toyota,['Tacoma'],TRD Sport Double Cab 5' Bed V6 4WD Manual,2020,"71,756",17,20, Manual, 4WD,Gas,Blue,Gray,0,1, Personal use,"Janesville, WI","34,000"
1954, 19XFC2F80KE214880,Honda,['Civic'],Sport Sedan CVT,2019,"52,399",25,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Manassas, VA","24,998"
1955, WA1UFAFL1DA133898,Audi,['allroad'],Premium Plus,2013,"112,302",20,27, Automatic, AWD,Gas,Blue,Brown,0,2, Fleet use,"Lebanon, OH","16,750"
1956, 1FTFW1RG9KFB23746,Ford,['F-150'],Raptor SuperCrew 5.5' Box 4WD,2019,"58,493",15,18, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Grapevine, TX","60,998"
1957, 4JGFB4KE1LA050808,Mercedes-Benz,['GLE'],GLE 350 4MATIC,2020,"29,595",,,,,,Silver,Beige,0,1, Personal use,"Santa Fe, NM","57,900"
1958, JM1GJ1T69E1146707,Mazda,['Mazda6'],i Touring Automatic,2014,"86,488",26,38, Automatic, FWD,Gas,Blue,Black,0,3, Fleet use,"Palmetto Bay, FL","18,998"
1959, 3N1AB7AP0KY317078,Nissan,['Sentra'],SV CVT,2019,"48,358",29,37, Automatic, FWD,Gas,Silver,Black,0,1, Fleet use,"Wichita, KS","20,390"
1960, JM3KFBBM7K1578975,Mazda,['CX-5'],Sport AWD,2019,"76,308",24,30, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Abbeville, LA","22,991"
1961, JF2GTAEC0K8352256,Subaru,['Crosstrek'],2.0i Premium CVT,2019,"22,994",,,,,,Silver,Black,0,1, Personal use,"Roanoke, VA","25,995"
1962, 3FA6P0HD8JR157196,Ford,['Fusion'],SE FWD,2018,"53,400",21,32, Automatic, FWD,Gas,White,Black,0,2, Fleet use,"Paducah, KY","21,250"
1963, 1FMJK2AT1FEF48972,Ford,['Expedition'],EL Limited 4WD,2015,"116,403",14,20, Automatic, 4WD,Gas,White,Beige,0,2, Personal use,"Gardena, CA","24,846"
1964, 5TBDV581X8S510256,Toyota,['Tundra'],Limited CrewMax 5.5' Bed 5.7L V8 4WD,2008,"178,468",13,17, Automatic, 4WD,Gas,Red,Gray,0,2, Personal use,"Houston, TX","16,995"
1965, 2LMPJ8L96KBL48262,Lincoln,['Nautilus'],Reserve AWD,2019,"45,362",20,27, Automatic, AWD,Gas,Gray,Unknown,0,1, Personal use,"Tampa, FL","37,998"
1966, 1GTV2VEC0FZ335957,GMC,"['Sierra', '1500']",SLT Double Cab Standard Box 4WD,2015,"86,099",16,22, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Flagstaff, AZ","32,998"
1967, 5UXKR0C33H0V69083,BMW,['X5'],xDrive35i AWD,2017,"59,402",18,24, Automatic, AWD,Gas,Black,Brown,0,1, Personal use,"Carrollton, TX","32,888"
1968, 1FTEW1EG2HFC04579,Ford,['F-150'],XLT SuperCrew 5.5' Box 4WD,2017,"109,008",17,23, Automatic, 4WD,Gas,Silver,Gray,0,3, Personal use,"Houston, TX","27,999"
1969, 1FT7W2B69CEB72710,Ford,"['Super', 'Duty', 'F-250']","Lariat Crew Cab 156"" 4WD",2012,"118,582",,, Automatic, 4WD,Gas,Green,Black,0,3, Personal use,"Roseville, CA","30,599"
1970, 1C4BJWEG7JL869063,Jeep,['Wrangler'],Unlimited Altitude (JK),2018,"49,974",16,21, Automatic, 4WD,Gas,Silver,Black,0,2, Personal use,"Garland, TX","36,998"
1971, JM3KE4BY5G0604763,Mazda,['CX-5'],Sport AWD Automatic,2016,"93,705",24,30, Automatic, AWD,Gas,Silver,Black,2,1, Personal use,"Indianapolis, IN","17,550"
1972, 1C4HJWEG8FL512816,Jeep,['Wrangler'],Unlimited Sahara,2015,"173,888",16,21, Automatic, 4WD,Gas,Black,Black,0,2, Personal use,"Abilene, TX","18,499"
1973, 1GCUYDED2LZ295647,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Bed 4WD,2020,"61,887",19,22, Automatic, 4WD,Gas,White,Black,0,1, Fleet use,"Greensboro, NC","37,990"
1974, KMHGN4JB9JU218662,Genesis,['G80'],3.3T Sport AWD,2018,"46,334",17,24, Automatic, AWD,Gas,Red,Gray,0,2, Personal use,"Harlingen, TX","37,667"
1975, 2C4RDGCG5KR690382,Dodge,"['Grand', 'Caravan']",SXT,2019,"50,873",17,25, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Fort Worth, TX","26,998"
1976, 1C4RJECG7JC173654,Jeep,"['Grand', 'Cherokee']",High Altitude RWD,2018,"31,606",19,26, Automatic, RWD,Gas,Red,Black,0,1, Fleet use,"Sacramento, CA","37,798"
1977, 2T2AZMDA0LC212939,Lexus,['RX'],RX 350 AWD,2020,"34,563",19,26, Automatic, AWD,Gas,Silver,Beige,0,1, Personal use,"Houston, TX","46,700"
1978, 5TFSX5EN7KX069591,Toyota,['Tacoma'],SR Access Cab 6' Bed I4 4WD Automatic,2019,"46,019",19,22, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Richmond, VA","29,998"
1979, 1C4PJLLB6KD395923,Jeep,['Cherokee'],Latitude Plus FWD,2019,"44,430",22,31, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Bronx, NY","23,998"
1980, 1N4AL3AP3FC201199,Nissan,['Altima'],2.5 S,2015,"70,027",27,38, Automatic, FWD,Gas,Gray,Black,0,4, Fleet use,"McKinney, TX","15,590"
1981, 1N4BL3APXDN568414,Nissan,['Altima'],3.5 S Sedan,2013,"107,957",22,31, Automatic, FWD,Gas,Silver,Black,1,3, Fleet use,"Dallas, TX","10,987"
1982, 19XFB2F50DE211912,Honda,['Civic'],LX Sedan Automatic,2013,"133,973",28,39, Automatic, FWD,Gas,Gray,Unknown,2,2, Fleet use,"Kennesaw, GA","9,995"
1983, 19XFB2F50DE211912,Honda,['Civic'],LX Sedan Automatic,2013,"133,973",28,39, Automatic, FWD,Gas,Gray,Unknown,2,2, Fleet use,"Lubbock, TX","9,995"
1984, 1C4BJWFG3FL746768,Jeep,['Wrangler'],Unlimited Rubicon,2015,"95,215",16,21, Automatic, 4WD,Gas,Black,Brown,1,1, Personal use,"San Angelo, TX","29,998"
1985, KNDPB3AC7F7710385,Kia,['Sportage'],LX FWD,2015,"74,834",21,28, Automatic, FWD,Gas,Black,Gray,1,1, Personal use,"Houston, TX","15,470"
1986, JM3KFBCM1J0410039,Mazda,['CX-5'],Touring AWD,2018,"7,080",23,29, Automatic, AWD,Gas,Gray,Black,0,1, Personal use,"Fort Worth, TX","29,998"
1987, 5YJYGDEEXLF048203,Tesla,"['Model', 'Y']",Long Range Dual Motor AWD,2020,"14,912",112,129, Automatic, AWD,Electric,White,Black,0,1, Personal use,"Smyrna, GA","61,990"
1988, 1GKKNMLS7KZ135428,GMC,['Acadia'],SLT with SLT-1 FWD,2019,"45,911",21,26, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Chambersburg, PA","30,590"
1989, MAJ6P1SL4JC189566,Ford,['EcoSport'],S 4WD,2018,"44,927",23,29, Automatic, 4WD,Gas,Gray,Gray,0,2, Fleet use,"Henderson, NV","18,379"
1990, 1FMSK7FH3MGB05732,Ford,['Explorer'],Limited RWD,2021,"42,878",21,28, Automatic, RWD,Gas,White,Black,0,1, Personal use,"Salisbury, NC","38,000"
1991, WDDZF8EB1LA704758,Mercedes-Benz,['E-Class'],E 350 Sedan 4MATIC,2020,"40,778",,,,,,Black,Black,0,1, Personal use,"Temple, TX","46,200"
1992, 1FTKR1ED1APA19553,Ford,['Ranger'],"XL 2dr SuperCab 126"" 2WD",2010,"135,902",22,27, Automatic, RWD,Gas,White,Unknown,0,2, Personal use,"Norwalk, CA","10,995"
1993, 1C6SRFJT0KN583855,Ram,['1500'],"Laramie Crew Cab 5'7"" Box 4WD",2019,"93,133",19,24, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Tacoma, WA","40,998"
1994, 1C4PJMLB6KD394700,Jeep,['Cherokee'],Latitude Plus 4WD,2019,"21,774",21,29, Automatic, 4WD,Gas,Red,Black,0,1, Personal use,"Seattle, WA","27,488"
1995, KL4CJASBXKB726884,Buick,['Encore'],Preferred FWD,2019,"54,776",25,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Chandler, AZ","19,990"
1996, 1N4AL3AP3HC239857,Nissan,['Altima'],2.5 SR,2017,"86,140",26,37, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Rio Linda, CA","16,714"
1997, 5XYPGDA55KG482621,Kia,['Sorento'],LX V6 AWD,2019,"56,019",19,24, Automatic, AWD,Gas,Red,Beige,0,2, Personal use,"Monroe, NC","22,998"
1998, 2T2BZMCA3HC099260,Lexus,['RX'],RX 350 AWD,2017,"10,380",19,26, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Riverhead, NY","43,998"
1999, 1FM5K8GT7GGB86888,Ford,['Explorer'],Sport 4WD,2016,"69,046",16,22, Automatic, 4WD,Gas,White,Black,0,3, Personal use,"Jacksonville, FL","28,998"
2000, WBA4C9C52GG139193,BMW,"['4', 'Series']",428i xDrive Gran Coupe (SULEV),2016,"46,892",22,34, Automatic, AWD,Gas,Black,Black,0,2, Personal use,"Dallas, TX","25,541"
2001, 1FMCU9HD1JUC79624,Ford,['Escape'],SEL 4WD,2018,"27,987",22,28, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"Branford, CT","22,590"
2002, 5TDDK3EH7CS170756,Toyota,['Highlander'],Limited V6 4WD,2012,"105,600",17,22, Automatic, 4WD,Gas,Black,Black,0,1, Personal use,"Knoxville, TN","20,995"
2003, 1C4RJFAG4LC272752,Jeep,"['Grand', 'Cherokee']",Laredo E 4WD,2020,"21,169",18,25, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Kansas City, MO","31,990"
2004, 7FARW2H52JE084573,Honda,['CR-V'],EX AWD,2018,"37,488",27,33, Automatic, AWD,Gas,Gray,Gray,1,1, Personal use,"Portland, OR","27,000"
2005, 2GNALBEK6G1115581,Chevrolet,['Equinox'],LS FWD,2016,"41,720",22,32, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Starke, FL","18,995"
2006, KNDPM3AC6M7928034,Kia,['Sportage'],LX FWD,2021,"17,458",23,30, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Columbus, TX","22,999"
2007, 5NPE24AF8KH787165,Hyundai,['Sonata'],SE 2.4L,2019,"55,745",26,35, Automatic, FWD,Gas,Gray,Black,0,1, Personal use,"Humble, TX","22,000"
2008, 1FMSK7DH1LGA92108,Ford,['Explorer'],XLT RWD,2020,"20,893",21,28, Automatic, RWD,Gas,Gray,Black,0,1, Personal use,"Orlando, FL","34,998"
2009, 2HKRW2H57KH632789,Honda,['CR-V'],EX AWD,2019,"12,073",28,34, Automatic, AWD,Gas,Red,Unknown,0,2, Personal use,"Kansas City, MO","31,000"
2010, 1C6SRFFT1MN564405,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2021,"26,779",19,24, Automatic, 4WD,Gas,Gray,Gray,0,1, Personal use,"Santa Rosa, CA","40,990"
2011, JTJBM7FX3H5160198,Lexus,['GX'],GX 460,2017,"84,633",15,18, Automatic, 4WD,Gas,Blue,Brown,0,2, Personal use,"Monroe, NC","32,800"
2012, 5XYPGDA51LG618602,Kia,['Sorento'],LX V6 AWD,2020,"62,572",18,24, Automatic, AWD,Gas,Red,Black,0,1, Fleet use,"San Diego, CA","23,990"
2013, 1N4AL3AP6FC479921,Nissan,['Altima'],2.5 S,2015,"75,336",27,38, Automatic, FWD,Gas,Black,Black,0,6, Fleet use,"Beaumont, TX","13,000"
2014, JTHBA1D22K5085659,Lexus,['IS'],IS 300 RWD,2019,"16,176",21,30, Automatic, RWD,Gas,White,Black,0,1, Personal use,"Dunbar, PA","33,998"
2015, 5UXCR6C58KLL26884,BMW,['X5'],xDrive40i,2019,"12,348",20,26, Automatic, AWD,Gas,Gray,Black,1,1, Personal use,"Ocala, FL","54,993"
2016, 2C3CDXBG0KH653600,Dodge,['Charger'],SXT RWD,2019,"38,035",19,30, Automatic, RWD,Gas,White,Black,0,1, Personal use,"Fort Worth, TX","26,990"
2017, 1FT7W2A6XDEA59254,Ford,"['Super', 'Duty', 'F-250']","XL Crew Cab 156"" RWD",2013,"39,490",,, Automatic, RWD,Gas,White,Gray,0,2, Personal use,"Jacksonville, FL","29,990"
2018, 3N1AB7AP9KY383936,Nissan,['Sentra'],S CVT,2019,"26,953",27,35, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Newnan, GA","19,998"
2019, 1C4HJXDG3JW151249,Jeep,['Wrangler'],Unlimited Sport (JL),2018,"13,714",17,23, Manual, 4WD,Gas,Gray,Black,0,1, Personal use,"Phoenix, AZ","33,590"
2020, KL4CJESBXKB712152,Buick,['Encore'],Preferred AWD,2019,"37,506",24,29, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Arlington, TX","21,109"
2021, LRBFXCSA7KD001007,Buick,['Envision'],Essence FWD,2019,"20,873",22,29, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Houston, TX","26,990"
2022, 1FMCU9G68LUC76158,Ford,['Escape'],SE AWD,2020,"18,563",26,31, Automatic, AWD,Gas,Silver,Gray,0,1, Personal use,"San Diego, CA","25,400"
2023, 3GNAX5EVXLS585725,Chevrolet,['Equinox'],AWD 4dr LS w/1FL,2020,"75,290",25,30, Automatic, AWD,Gas,Gray,Gray,0,1, Fleet use,"Casper, WY","20,990"
2024, WA1VAAF78JD023592,Audi,['Q7'],Prestige 3.0S,2018,"55,371",19,25, Automatic, AWD,Supercharged,White,Brown,0,2, Personal use,"Richmond, VA","42,683"
2025, 1N4BL4CV4KC148934,Nissan,['Altima'],SR FWD,2019,"51,852",27,37, Automatic, FWD,Gas,White,Black,0,3, Fleet use,"Tulsa, OK","25,497"
2026, 3GCPYDEK5LG265067,Chevrolet,"['Silverado', '1500']",LT Crew Cab Short Bed 4WD,2020,"27,445",19,22, Automatic, 4WD,Gas,Gray,Black,0,1, Personal use,"York, PA","40,590"
2027, KNAGT4L34H5132726,Kia,['Optima'],LX,2017,"103,524",25,36, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Arlington, TX","14,995"
2028, 1C4PJMLX5KD422661,Jeep,['Cherokee'],Latitude Plus 4WD,2019,"40,078",21,29, Automatic, 4WD,Gas,Green,Black,0,2, Personal use,"Morris, IL","26,500"
2029, 5XXGT4L34LG404098,Kia,['Optima'],LX Automatic,2020,"64,327",24,32, Automatic, FWD,Gas,Purple,Black,0,2, Personal use,"Wilmington, DE","20,998"
2030, 1C6SRFFT2LN122635,Ram,['1500'],"Big Horn Crew Cab 5'7"" Box 4WD",2020,"46,000",19,24, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Huntsville, AL","41,500"
2031, 1C4RJFCT7HC867094,Jeep,"['Grand', 'Cherokee']",Overland 4WD,2017,"45,327",18,25, Automatic, 4WD,Gas,White,Blue,3,4, Personal use,"San Antonio, TX","34,000"
2032, 3GNAXKEV6LL205966,Chevrolet,['Equinox'],LT with 1LT FWD,2020,"54,162",26,32, Automatic, FWD,Gas,Gray,Gray,0,1, Fleet use,"Lima, OH","24,390"
2033, 1FMCU9HD7KUA12666,Ford,['Escape'],SEL AWD,2019,"67,320",22,28, Automatic, 4WD,Gas,White,Gray,0,1, Personal use,"Fredericksburg, VA","23,000"
2034, 5NPD84LF9KH480157,Hyundai,['Elantra'],SEL 2.0L Automatic,2019,"87,268",28,37, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Bradenton, FL","16,391"
2035, 5TDZZRFH3KS332061,Toyota,['Highlander'],LE Plus V6 FWD,2019,"26,874",21,27, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Newtown Square, PA","33,998"
2036, WBA8E3G51GNU38432,BMW,"['3', 'Series']",328i xDrive Sedan (SULEV),2016,"57,230",22,34, Automatic, AWD,Gas,Gray,Black,0,4, Personal use,"Rocklin, CA","25,998"
2037, KNMAT2MV7HP531356,Nissan,['Rogue'],SV AWD,2017,"88,935",25,32, Automatic, AWD,Gas,Silver,Black,0,2, Personal use,"Merced, CA","18,383"
2038, 1FTFW1EF2GFC19206,Ford,['F-150'],XLT SuperCrew 6.5' Box 4WD,2016,"77,220",15,21, Automatic, 4WD,Gas,Black,Gray,0,1, Personal use,"Fargo, ND","30,500"
2039, 3N1AB7AP4KY229635,Nissan,['Sentra'],S CVT,2019,"47,045",27,35, Automatic, FWD,Gas,Blue,Black,0,2, Personal use,"Memphis, TN","19,997"
2040, 2MEFM74V57X627199,Mercury,"['Grand', 'Marquis']",4dr Sedan GS,2007,"78,746",17,25, Automatic, RWD,Gas,White,Beige,0,2, Personal use,"Columbus, GA","6,800"
2041, 2T1BURHEXGC496698,Toyota,['Corolla'],LE CVT,2016,"99,396",29,38, Automatic, FWD,Gas,Black,Gray,0,2, Personal use,"Arlington, TX","12,690"
2042, 2C4RDGEG3KR648192,Dodge,"['Grand', 'Caravan']",GT,2019,"78,714",17,25, Automatic, FWD,Gas,Gray,Black,0,2, Personal use,"Gainesville, FL","21,998"
2043, 5NPDH4AE3GH766555,Hyundai,['Elantra'],SE Sedan Automatic,2016,"16,943",28,38, Automatic, FWD,Gas,Red,Gray,0,2, Personal use,"Gainesville, FL","16,990"
2044, 1C6RR7GT7KS732761,Ram,"['1500', 'Classic']","Warlock Quad Cab 6'4"" Box 4WD",2019,"27,273",16,23, Automatic, 4WD,Gas,White,Black,0,1, Personal use,"Carrollton, TX","35,500"
2045, 1G1JB5SB3L4118852,Chevrolet,['Sonic'],LS Sedan,2020,"31,329",26,34, Automatic, FWD,Gas,Silver,Black,0,1, Personal use,"Lubbock, TX","15,995"
2046, 2C4RDGCG5GR347045,Dodge,"['Grand', 'Caravan']",SXT,2016,"106,674",17,25, Automatic, FWD,Gas,Black,Black,0,2, Personal use,"Orlando, FL","14,477"
2047, WDD7X8KB9KA002016,Mercedes-Benz,"['AMG', 'GT']",AMG GT 63 S 4-Door Coupe,2019,"27,372",,,,,,Gray,Black,0,1, Personal use,"Avondale, AZ","132,790"
2048, 1V2FR2CA3MC543992,Volkswagen,['Atlas'],2021.5 3.6L V6 SEL Premium R-Line 4MOTION,2021,"14,635",16,22, Automatic, AWD,Gas,White,Black,0,1, Personal use,"Lawton, OK","47,241"
2049, 1FMSK8FH3MGB36257,Ford,['Explorer'],Limited 4WD,2021,"51,556",20,27, Automatic, 4WD,Gas,Silver,Black,0,1, Personal use,"Kansas City, MO","36,497"
2050, 1G1ZD5ST2LF091038,Chevrolet,['Malibu'],LT,2020,"61,250",29,36, Automatic, FWD,Gas,White,Black,0,1, Personal use,"Warrenton, VA","20,559"
2051, LRBFXCSA2LD168294,Buick,['Envision'],Essence FWD,2020,"9,598",22,29, Automatic, FWD,Gas,Black,Black,0,1, Personal use,"Webster, TX","29,990"
2052, WBAJS7C0XLBN96288,BMW,"['5', 'Series']",M550i xDrive,2020,"61,301",18,25, Automatic, AWD,Gas,White,Black,1,1, Personal use,"Melbourne, FL","56,500"
2053, 3GKALMEV1KL152936,GMC,['Terrain'],SLE FWD,2019,"93,203",26,30, Automatic, FWD,Gas,Gray,Black,0,3, Personal use,"Littleton, CO","19,998"
2054, 5J8YD4H31LL043781,Acura,['MDX'],Standard SH-AWD,2020,"20,239",19,26, Automatic, AWD,Gas,Unknown,Unknown,0,1, Personal use,"Trevose, PA","40,995"
2055, 5YFEPRAE9LP011816,Toyota,['Corolla'],LE CVT,2020,"32,013",30,38, Automatic, FWD,Gas,White,Gray,1,2, Personal use,"Harlingen, TX","22,998"
2056, 19XFC2F76GE089141,Honda,['Civic'],EX Sedan CVT,2016,"58,304",31,41, Automatic, FWD,Gas,White,Gray,0,2, Personal use,"Miami, FL","19,649"
2057, YV4162UM3N2665592,Volvo,['XC40'],T5 R-Design AWD,2022,"11,221",22,30, Automatic, AWD,Gas,White,Black,0,1, Personal use,"San Francisco, CA","44,300"
